,Unnamed: 0,text,useful,business_id,cool,review_id,date,stars_x,funny,user_id,sentiment_score,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars_y,review_count,is_open,categories
0,1650428,"b'Let\'s play a variation of the ""meow"" game (http://www.youtube.com/watch?v=Jln8RBjZFiw) with the word of the weekend - FABULOUS - because my Las Vegas trip this weekend was nothing short of fabulous. It was full of fabulous sights, fabulous shows, fabulous people, fabulous food, and fabulous memories. And the Palazzo - brought much of this fabulousness to our virgin Vegas eyes with their....\n\nAmaz-abulous prices. I believe we got a special deal since the Palazzo is new - but for $185 total before tax  (imagine that split four ways!) a night, it accommodated the three Miss Yelps and our lovely guest - Kirk very comfortably.\n\nIt was conveniently located near the fabulous Wynn and Bellagio for easy giganticous buffet access.\n\nThere were lovel-abulous oppulent high lobby ceilings and fresh scents (a mixture of laundry and a clean musk) which circulate around the fabulous space. (the Casino may be an exception)\n\nWe adored the phenom-abulous concierge Angie, who was patient, helpful, and on-point with dinner recommendations (Okada was great!).\n\nWe couldn\'t get enough of the sweet-abulous door guys who remembered our face as we came and went and made us feel like we were coming back ""home"" - after a long night of fabulous partying.\n\nWe couldn\'t stop raving about the spacious swank rooms with three fabulous flat screens (there\'s even one in the bathroom!), two big queen plush beds, a living room area complete with decadent chaisses for scandalous photo-ops, soft thick cotton robes, a plethora of closet and drawer space, a killer bathroom with great makeup lighting, fresh scented toiletries, a big tub to soak worn feet, and a separate toilet area within the bathroom - made for group living.\n\nBig props to our friendl-abulous black jack dealer that gave us the low-down on Jay-Z and Karaoke spots, while he dealt us (ie: Connie) winning hands.\n\nWho can forget the fun-abulous low-key crowd of hotel patrons here, who could care less and even celebrated my Las Vegas Ugg wearing fabulousness.\n\nAnd above all - today when I remembered that I\'d left all of my fabulous undergarments in my fabulous Palazzo room, their lost and found rep - took down all of my information, promised to give me an update, and said they\'d ship everything back to me - free of charge.\n\nUh can you say - FABULOUS!'",18,uGupeWqih0yIcCg8anM1PA,20,b'h1_dD3csMkhXO95q706QuQ',b'2008-04-21',5,15,VHdY6oG2JPVNjihWhOooAQ,86,"""The Palazzo Las Vegas""",The Strip,"""3325 South Las Vegas Boulevard""",Las Vegas,NV,89109,36.12394195,-115.1677528,4,2248,1,Event Planning & Services;Venues & Event Spaces;Casinos;Resorts;Arts & Entertainment;Hotels & Travel;Hotels
1,1650435,"b'I bought a supposedly comfortable pair of shoes for Vegas.\n\nComfortable? Comfortable?!!!\n\nI\'d like to see the Nike ColeHaan ""geniuses"" behind these so called comfy shoes, walk the strip in the boots from hell.\n\nAnyways - after a night full of painful foot issues, and chaotic club lines - we decided that the three Miss Yelps were in dire need of some pampering.\n\nAnd so after doing some Yelp research beforehand - we decided on Qua. \n\nJust like Nicole C - said - Qua Spa is the Ultimate.\n\nThe treatments are a little pricey - but I\'ve heard they\'re well worth it.  (Connie loved her massage). Nicole and I decided to just use the facilities. For about 40 dollars, you can get access to the dream facilities that make up Qua.\n\nFor forty dollars you get access to big Romanesque indoor pools of warm (Tepidarium), hot (Caldarium) and cold water (Frigidarium), with sensual overhead rain showers.  Pure aqua bliss. You can spend all day dipping your body in each, and once your body is relaxed and revitalized by the mineral enriched waters,  you can grab the latest gossip magazine and lounge on the reclined hot stone chairs, which heat up your core - allowing for one of the best naps you\'ll ever take.\n\nIf you\'re done sitting poolside, you can then head to the lounge area, to grab some fruity hot and cold teas (all teas throughout the spa are organically grown with only natural ingredients and flavors ). \n\nOne thoroughly hydrated, you can wrap your robe tightly around you, as you make your way to the next heavenly phase in the adventure - the Laconium and Arctic Ice Room.\n\nThe Laconium room is the sauna. It\'s the perfect place to clear your pores and sweat out any vodka and redbulls injested the night before.  Lying back on the wooden benches, you feel your body become lifeless, as your forehead heats up. Once throughly warmed - you head to the Arctic Room.\n\nThe Arctic Ice Room has heated floors and benches where you can sit perched as you watch snow fall before you. It\'s soothing, and magical, and takes you back to the excitement you felt when young. Utter awe at the early signs of resh falling winter.\n\nFeeling the chill, you emerge from the brisk world  - back into Qua reality  - an amazing shower with high quality shampoo and conditioner (Qua even has a handy contraption to get the water out of your bathing suit in a matter of seconds)\n\nFeeling alive, awake, and amazing  - you slather yourself in moisturizer, brush your hair, get dressed, and leave Qua a better and healthier person.\n\nIf you\'re going to Vegas - go big. \n\nGo to Qua to forget the craziness of the night before, and to get ready for the craziness that lies ahead.'",17,1xO2LvScpcMfl2BNm1aISg,19,b'Zbq1u_txXHU72si5mXAyYw',b'2008-07-01',5,7,VHdY6oG2JPVNjihWhOooAQ,42,"""Qua Baths & Spa""",The Strip,"""3570 Las Vegas Blvd S""",Las Vegas,NV,89109,36.11708686,-115.1753355,4.5,565,1,Massage;Hair Salons;Day Spas;Beauty & Spas
2,1650441,"b'I\'m listening to Wendy Rene\'s ""After Laughter Comes Tears,"" as I type this.\n\nWhich means that Mix is worthy of greatness.\n\nIt\'s a ballad in of itself\n\nLargely the reason for the delay of this review.\n\nI was...\n\nAfraid I wouldn\'t do our dinner right, and would smear the experience with buzzy cliches and ""OMGS.""\n\nAfraid that it wouldn\'t come out right. It wouldn\'t sound as fabulous. As bold. And as perfect as it truly was.\n\nBut with Wendy Rene and Rihanna\'s Take A Bow as the sound rack of this review - I just have to go for it.....\n\n..........\n\nWith cascading class bubbles, smooth buttery leathery booths, and a view along the way to the bathroom that will make your knees weak, Mix is a breathtaking splurge. \n\nService is impeccable. Our waiter\'s descriptions of the menu was  spoken word. You could feel his passion for the food, burning him, as his dazzling analogies sprung from him. \n\nWe felt like tanned queens, as we shared stories about the Bay area with the staff, while we sampled a menu that sang of a kitchen that you just knew was impeccable, where art happened every day, and in which chefs breathed life into meat, vegetables, and sponge cake with a deep belly love that managed to capture their ""natural"" essence.\n\nTheir rich flavors. Their vibrant colors. Their smooth textures.\n\nPart of me longs to recommend dishes, but Mix is too exciting. You need to explore the menu on your own.  Listen to the waiters\' share their own personal favorites. \n\nAfter  - head on over to Mix Lounge.\n\nAnd on the way back.\n\nPose for pictures on Mix\'s stairwell, as you tug down your Pretty Woman polyster pre-makeover bright green dress (for men: a beige linen slightly wrinkled suit), lips rolling up to expose a big Vegas smile, still sticky with the fresh fruity taste of a passion fruit foam cocktail that touched your soul enough to put on Wendy Rene.'",17,Cr4ipI-tr-R8Q0NilkWNkA,23,b'9XWOq-YuSz9zbQ5fPY4y7A',b'2008-05-09',5,15,VHdY6oG2JPVNjihWhOooAQ,39,"""MIX""",The Strip,"""Mandalay Bay Resort & Casino, 3950 Las Vegas Boulevard""",Las Vegas,NV,89119,36.0930659,-115.177814,4,951,0,Restaurants;American (New);Bars;Lounges;French;Nightlife
3,1650449,"b""Aw - I love this place and I'm excited to write the first review for it.\n\nIf you're looking for gluten free, sugar free, dairy free, unprocessed snacks and food - come to Eden's Market.\n\nEden's Market carries a wealth of exceptional gluten free goods, organic beauty finds, supplements, and much more.\n\nThe owner is a Celiac - so he in invested in making sure that not one of the items in his store contains gluten and he is passionate about spreading awareness about whole and healthy foods. \n\nThe owner is often at the store and if you have any questions in regards to health or about any of the products in the store - he is extremely helpful and offers invaluable personalized service in helping you find what you need.\n\nI was beyond impressed at the selection at Eden's Market and found the selection to be more substantial and more affordable than most San Francisco health stores.\n\nI picked up a couple of packets of Brad's Raw Veggie Chips, some Kale Chips and a number of other coveted finds here. I wanted to buy everything in the store.\n\nMount Lebanon obviously knows what's up when it comes to healthy local gems such as Eden's.\n\nTrust.""",11,oxxcmHKPb7jqVP15zC0j5w,10,b'qgo2mZkZi1kM_1GuNo2JtA',b'2013-11-12',5,3,VHdY6oG2JPVNjihWhOooAQ,32,"""Eden's Market""",,"""99 Alfred St""",Mount Lebanon,PA,15228,40.38066854,-80.04413393,3.5,6,1,Nutritionists;Health & Medical;Health Markets;Specialty Food;Drugstores;Food;Restaurants;Shopping;International Grocery;Gluten-Free
4,1650438,"b""My bf often tells me to just leave off the makeup.\n\nThat I don't need it.\n\nRed eyelashes are unique.\n\nHe'll never quite get - that I like putting on makeup. It's my artistic release ritual for the day. \n\nI clutched my makeup filled suitcase tightly as I got off the flight to Vegas. I couldn't have been more thrilled about the makeup fests that were going to take place that weekend. Vegas is where you bring your sparkle. Vegas requires stage-makeup. The bright lights will wash you out. Everything is too much. And supposed to be.\n\nSo that first night, when we all realized that dinner plans at Koi would cut into our makeup time before watching La Reve. We knew that we needed an alternative dinner plan pronto. We rushed over to our concierge for advice.\n\nProbably the most on-point concierge ever, Angie asked us about our time constraints, how far we wanted to travel - and recommended grabbing a spot at the bar at Okada.\n\nSome of the best advice we received that whole weekend.\n\nOkada was a swank, well lit, and beautiful space. It's easily a destination spot.  As soon as we arrived, we let our waitress know we were in a rush, and she seated us right away at the bar - right in front of the sushi chef. Within a couple of seconds - we had water, our menus, and were ready to order.\n\nWe ended up ordering the spicy scallop, yellowtail, tuna, shrimp tempura and eel & cucumber rolls to share\n\nConnie also ordered an amazingly fruity and light sparkling sake.\n\nEverything came out quickly and each roll was fresh and perfectly made.\n\nAt the end of the night, one of the roaming managers took it upon himself to pour us the last drops of the sake into our empty glasses. Unfortunately mine overflowed onto the table. Not a big deal at all. But within a minute or two - the manager returned with a new bottle on the house.\n\nNow that's service!\n\nGlammed up, with delicious sushi coating my Spanxed stomach, and time to spare before the show I was glad that we didn't make a made dash over to Koi.\n\nDespite our limited time, Okada excelled in taste, service, and atmosphere.""",16,m1BL2XSBqnqP1qfmbrKmug,18,b'1P3OUpIvnop4BsgsztDEWQ',b'2008-05-02',5,12,VHdY6oG2JPVNjihWhOooAQ,30,"""Okada""",The Strip,"""Wynn Resort, 3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268768,-115.1658732,4,205,0,Sushi Bars;Restaurants;Japanese
5,1650443,"b""The highlight of my college years used to be the public library on my college campus. At least once a week I'd stop on by that magical educational haven. I'd say hi to the quirky library guys (many of them also in the college), pick up some videos, some CDs, order in some Chinese Takeout and then I'd proceed to forget about all of the papers I should be frantically writing. \n\nI loved that such a resource existed. Libraries are so often forgotten, but they can be such a pertinent and invaluable resource for a community. I re-discovered my love of the library at Mount Lebanon Public Library this past weekend.\n\nMy mom and I dashed in here to escape the cold and to drop off her autobiography. As soon as we entered - we were greeted by two lovely older volunteers who were heading up a non-profit book program - in which they re-sell donated books. Their selection was phenomenal. They had everything categorized perfectly - from fiction, to non-fiction, self-help books, art books, recipe books, memoirs and much more. The best part was that everything was in near perfect condition and they were all priced anywhere between a dollar - to two dollars.\n\nI sat for nearly an hour  - perusing through recipe books and memoirs and ended up purchasing about 6 books for about a dollar fifty each. Each book was easily worth at least 15-20 dollars each and each piece of literature was something that I would definitely have purchased if I happened to come across it at a bookstore.\n\nIf you live in the area - support your local library and let it support you.\n\nTrust.""",11,TU3mPzR2brUd0YCa-_RTmg,9,b'75_BHc6tzOZ3emaajCWZXg',b'2013-11-14',5,4,VHdY6oG2JPVNjihWhOooAQ,28,"""Mt Lebanon Public Library""",,"""16 Castle Shannon Blvd""",Pittsburgh,PA,15228,40.377009,-80.045264,4,5,1,Public Services & Government;Libraries
6,1650434,"b'I don\'t really want to put art, and the experience of it into text. Because good art transcends it. \n\nIt won\'t do you much good - for me to oooo and aaaah over the hours spent wandering through a large poignant building of installation art pieces. Describing in extreme detail all of the sounds, sensations, and lack of both which I experienced in each art piece. \n\nNope - it won\'t do either you or me - any good.\n\nEspecially when I have a word limit here.\n\nCause you won\'t be able to picture what I type. No matter how hard I try. I\'ll ruin the surprise of certain exhibits. The mystery.  And it will only frustrate me - that I can\'t convey how intrinsically cool and alluring the Mattress Factory is.\n\nI mean the name alone is cool. Sexy even.\n\nBut. I will tell you that you should go.\n\nIf you\'re in Pittsburgh for even a couple of hours. Don\'t waste time on things like food, sports, or anything else you may have planned on doing. Just go to the Mattress Factory. \n\nGo alone if you have to.\n\nBut even better.\n\nFind someone that you enjoy spending time with. Someone who lets you say ""that\'s so cool...."" over and over again about every exhibit. Someone who may even see each piece the way you do. Or maybe not.\n\nAnd then just pass away the day at the Mattress Factory. Wandering and experiencing. You won\'t have to worry about uptight museum people following you around. Or tired tourists. Or ""is that it?"" art. Or sterile marble floors - which echo with every step. You just don\'t need to worry about much when you go here. \n\nThe Mattress Factory is the perfect place to let yourself slip. If even a little.\n\nIt\'s a special, one of a kind place, nestled in a random neighborhood, away from the hustle. Away from packed bars. \n\nAway from it all.'",32,KsWGy-WuTUm5ve5lFUOCfg,38,b'761iEcrnxDoFpBlXpRsN3Q',b'2009-01-16',5,32,VHdY6oG2JPVNjihWhOooAQ,19,"""Mattress Factory Art Museum""",North Side,"""500 Sampsonia Way""",Pittsburgh,PA,15212,40.456982,-80.012309,4,148,1,Art Museums;Shopping;Arts & Entertainment;Art Galleries;Museums
7,1650432,"b""I'm surprised that this place isn't more packed.\n\nIf it was in SF - it would be poppin'.\n\nShootz has everything you could want in a local hangout spot. It's big. Huge actually. It has an eccentric lamp in the shape of a woman wearing all black. It has cheap drink specials. It has guest radio and local DJ's bumping out good stuff all night. It serves up food. It hosts Karaoke and poker nights. And it's a quality pool hall ( minus the plethora of broken cues - you'll find everywhere)\n\nThe nice thing about Shootz is that it's never too busy.There's a consistent crowd of regulars who like to shoot their pool and hang out - but you can nearly always score a table, and can always count on a diverse group of people to be there.\n\nThere's something extremely heart-warming to me about walking into a pool hall, while Mariah Carey spins from the DJ table, and there are two girls sporting their Uggs, as they argue about the best angle to hit the 8 ball in.""",16,dsN2yntj3IGJ46U0x6DvwQ,18,b'os0_cUQPqJBhda0xgMVzgQ',b'2009-01-02',5,12,VHdY6oG2JPVNjihWhOooAQ,14,"""Shootz Cafe & Billiards""",South Side,"""2305 E Carson St""",Pittsburgh,PA,15203,40.4283162,-79.9727834,4,5,0,Active Life;Restaurants
8,1650446,"b'I\'d driven up to Pittsburgh with some friends for a punk/rock show. That night we lived it up to some raw quality music . Afterwards, since it was around St. Patrick\'s day we  cruised the frat parties - stumbling along the Pitt campus, looking for the most obnoxious partying scene to join - cat fights, flashing, and belligerent green painted guys  -all major pluses. \n\nAfter finding ""the one"" my friends spent the night attempting to play beer pong with brawny guys. One green beer after another....one high five after another...one spill after another....one ""hey, watch those hands"" after another.....it all came to a finale  - as my friend turned to me - his face matching the color of his beer and nodded. I understood. I grabbed my other friend, and we tripped over cups and half naked girls to the still snow covered ground outside - and painted it with our St. Patrick\'s day Guinnesses. YUCK. I was done......\n\nThe next morning - I was miserable. My friends were already all packed to go, both obviously lacking livers . I was in no such shape. I needed something before I could move, not to mention that all my clothes were ruined from the night before. The guy, who had put us up for the night, also out of laundry - provided some tiny running shorts, and someone  lent me some shoes (even my shoes were in horrible shape).   \n\n""take these....just go to Primanti\'s - you\'ll be fine in a few...."" I didn\'t care what Primanti\'s was - I just wanted to die. But my friends nodded. \n\n""Yeah jess - get dressed - we\'re going to go to Primanti\'s.""\n\nAnd so...reluctantly....I put on an absurd outfit in the middle of freezing winter - white legs and all, and climbed into the car to Primanti\'s.\n\nI kept on complaining, in between nauseousness that everyone would stare at my outfit in the middle of the winter weather. \n\n""no Permanti\'s is cool - they\'ve seen everything.""  \n\nThey weren\'t messing around - within 20 minutes of a slowly eaten - to die for sandwich topped with french fries, fresh coleslaw, hot sauce, provolone cheese, and amazing thinly sliced turkey and Italian Bread....my stomach had settled and I was able to produce a slight smile.\n\n""no lie - this is the best sandwich I\'ve had in awhile...I can\'t even taste the beer anymore.""\n\nAnd better yet, no one even flinched as I trudged out in my short shorts and clown shoes. Everyone was too engrossed in their sandwiches and discussing their crazy nights to care. Permanti\'s really is one of the best cure-alls for headache and nausea hell.'",8,lKom12WnYEjH5FFemK3M1Q,12,b'HMA0cQjehMH-aexzoluErA',b'2006-08-04',5,14,VHdY6oG2JPVNjihWhOooAQ,-2,"""Primanti Bros.""",Strip District,"""46 18th St""",Pittsburgh,PA,15222,40.45070648,-79.98558807,3.5,1101,1,Nightlife;American (New);Bars;Sports Bars;Sandwiches;Restaurants
9,1650442,"b""A smooth club promoter named Emmanuel approached us in the mall and dangled free champagne before us.\n\nNow...\n\nI am a champagne lush. I don't like much else... unless it involves fruit, ice, and well...a sophisticated combination of Baileys, Guinness, and Jamison - but I am all over...yes all over - anything having to do with champagne.\n\nSo after watching the incredible Le Reve - we made our way over to Blush, with our VIP bands, to get our bubbly on.\n\nI have to admit that I didn't have high expectations for the space, so Blush exceeded any and all pre-conceived notions I had. There was plenty of room to move, good music, the bartenders and cocktail waitresses were friendly (and hot...), the space itself was glamorous and sophisticated, and as soon as we found ourselves in the picturesque and daintily lit outside patio area, some nice folks smiled at us and quickly made room on their table.\n\nIt was our first night in Las Vegas, and with our fake eyelashes batting, our brown skin hues pressed up the white chairs, and our bubbling champagne in hand - we couldn't help but bask in the sexy outdoor glow of the night. \n\nFor any girls looking for a low-key way to start the night, I couldn't recommend Blush more. Unfortunately for guys, they do charge a 30 dollar cover, which Blush, though chic and beautiful - is not worth.\n\nAlso, while you won't have to fight your way through a glazed eyed crowd, one could even remark and find fault with how mellow the crowd is/was. \n\nWhen we were there, people were evidently interested in conversing and mingling. Very few people, in fact no people were dancing, despite the quality music flowing through the lovely space. \n\nI personally loved the low-key vibe of Blush, but if you're looking for your destination Vegas night spot  full of of table top-dance moves - Blush may be too timid for your liking.""",25,LeuGZImVz_IG1e-SMYTSXw,26,b'JSpV31RU7upGMLWFGVycYw',b'2008-04-23',4,11,VHdY6oG2JPVNjihWhOooAQ,46,"""Blush Boutique Nightclub""",Eastside,"""Wynn Las Vegas, 3131 Las Vegas Blvd S, Ste 28""",Las Vegas,NV,89109,36.124423,-115.146372,3.5,202,0,Nightlife;Bars;Lounges;Dance Clubs
