,address,attributes,business_id,categories,latitude,longitude,name,postal_code,business_review_counts,business_stars,state,user_id,user_review_count,yelping_since,user_useful_count,fans,elite_count,compliment_count,months_since,final_score,text,buisness_review_useful_count,cool,review_id,review_date,review_stars,funny,sentiment_score,business_category
80,3900 Paradise Rd,"{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'loud', 'RestaurantAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}, 'RestaurantGoodForGroups': True, 'BYOBCorkage': 'no', 'Caters': True, 'WiFi': 'no', 'RestaurantReservations': True, 'BYOB': False, 'RestaurantTableService': True, 'Corkage': True, 'RestaurantTakeOut': True, 'GoodForKids': False, 'WheelchairAccessible': True, 'Open24Hours': False, 'OutdoorSeating': True, 'RestaurantPriceRange2': 2, 'RestaurantDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",5shgJB7a-2_gdnzc0gsOtg,"['Restaurant', 'Tapas/Small Plates', 'Tapas Bars']",36.1188384,-115.1544802,Firefly,89169,1313,4.5,Nevada,nzsv-p1O8gCfP3XijfQrIw,4051,4/12/2005,1598,680,13,10994,156,7.28519879,"I had bookmarked this place for a while now after seeing Rachel Ray feature it on her $40 a day. We didn't manage to eat here on our last trip, so this time around, we decided to try and get in there on our first night in Vegas. We didn't make a reservation and it was around 7.30pm when we got there. Even though it was a Monday night, they looked pretty packed, but then again, where isn't it packed in Vegas every single night of the week?Luckily they had a table for us. Before we even ordered, a plate of complimentary appetizers were placed on the table... olives, toasted slices of baguette and some balls of either cheese or flavored butter - I couldn't tell what it was really.Hubby ordered sangria ($6). ACK, it was awful and tasted like they used cheap wine in it. I stuck with iced tea. After we ordered, the food arrived rather quickly. Boquerones ($5) on toast was okay. The marinated anchovies weren't the best I'd ever had, but we hadn't had boquerones for a long time now so we really felt like some. Really awesome bocquerones has no trace of fishiness, but these ones did have a slight fishy taste to it.Fried calamari was also okay. It was pretty good although again a little too much batter to my liking. But it wasn't rubbery so that was a plus. The camarones al ajillo was not bad, but hubby said I could've easily made that dish at home so it wasn't anything which blew him away.The duck rolls with hoisin sauce were pretty disgusting in my book. The rolls were like egg rolls but stuffed with duck. It had WAY too much hoisin sauce making them just TOO TOO sweet. It actually made my mouth pucker from just one bite. I did not like these at all. The last tapa we ordered were the lamb chops which were served with a red wine reduction. This was clearly the star of the evening. Perfectly grilled with the sauce enhancing the lamb chops instead of throwing the entire dish off like the hoisin sauce on the duck rolls. It was served on a very flavorful bed of lentils, zucchini spaghetti strands and artichokes. I would definitely order this dish again.5 tapa, 1 glass of sangria, an iced tea and one lemonade came to slightly under $55 before tip. Kinda pricey if you ask me. Service was okay, nothing to write home about. Now that I've eaten here, I don't think I'll come back again on a future trip. There are just way too many great Restaurant in Vegas to return to Firefly. Food was mediocre, but I think if you are in Vegas partying, this place has great atmosphere and is good for downing alcohol and having a small bite to eat. However, we aren't the partying type even if lil guy wasn't in tow. All we want is awesome food at reasonable prices (or even awesome food at not so reasonable prices) and Firefly certainly doesn't fall into that category.",3,2,npYJcnNzfkTYHg19_U7vyw,8/24/2007,3,1,37,Restaurant
81,4355 Spring Mountain Rd,"{'Alcohol': 'full_bar', 'HasTV': False, 'NoiseLevel': 'average', 'RestaurantAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantGoodForGroups': True, 'BYOBCorkage': 'yes_free', 'Caters': False, 'WiFi': 'no', 'RestaurantReservations': True, 'BYOB': False, 'RestaurantTableService': True, 'Corkage': False, 'RestaurantTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'DogsAllowed': False, 'BikeParking': True, 'OutdoorSeating': False, 'RestaurantPriceRange2': 2, 'RestaurantDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'RestaurantCounterService': True}",j5nPiTwWEFr-VsePew7Sjg,"['Japanese', 'Restaurant']",36.125908,-115.197904,Ichiza,89102,1378,4,Nevada,nzsv-p1O8gCfP3XijfQrIw,4051,4/12/2005,1598,680,13,10994,156,7.28519879,"UPDATED 12-27-07: Came here again and this time it wasn't as good as before. I don't know what it is. This time, even though it was good, it just didn't blow me away like last time. So one star off.---------------------------------THANK YOU THANK YOU THANK YOU to all the yelpers who rated this place highly. That was the main reason why we bookmarked it and decided to check it out. I wasn't sure how late they were open but we arrived pretty late, around 10pm and crossed our fingers as we entered. Man, it was bustling! Turns out they were open until 3am Mon-Sat, until 2.30am on Sundays. However, last call is 45 mins before closing so make sure you arrive on time.So there were 2 guys waiting for a table and the hostess asked if we wanted to sit at the counter. Lil guy was all for it. So, counter it was. I was just fascinated by the atmosphere in here. There were 2 tatami tables with very drunk people singing and carrying on. They were obviously having a good time.We were given menus but it was the posted items above our heads which interested me. Hubby left the ordering to me. I ordered an udon ($6.35) for little guy with his usual edamame ($3) and agedashi tofu ($4.35). Then, I proceeded to order a bunch of items for us adults.Uni pon ($5.50) arrived first. It was 4 plump pieces of uni sitting on thinly sliced cucumbers nestled on daikon spaghetti wading in a pool of ponzu sauce. OMG it was fantastic. The uni was soooooo fresh and flavorful. I could've eaten 3 of these.Then came the salmon skin salad ($5). This was no ordinary salmon skin salad. This was the emperor of all salmon skin salads I've ever had. Crunchy slivers of carrot, shreds of lettuce, grape tomatoes, daikon sprouts, perfectly cooked salmon skin, grated daikon, topped with a dollop of roe. Hubby and I shared this but were fighting over who got the last morsel. Taramiso, otherwise known as miso butterfish ($5.50) is something I've been craving since leaving Hawaii. I used to eat it at least once a week. After a year of missing it and seeing it on the menu here was enough for me to kiss the ground of this izakaya. The taramiso did not disappoint. In fact, it was so perfect hubby and I again commented on how much we've missed this dish.All the while, lil guy was enjoying his udon, edamame and agedashi tofu while watching his portable DVD player oblivious of all the ongoings around him. Tofu salad with tuna sashimi ($7.50) was interesting yet refreshingly delicious. Romaine lettuce, followed by mashed tofu, topped with diced avocado and cubed tuna sashimi, toss in a few daikon sprouts and a pinch of bonito flakes and voila, a masterpiece. The grape tomatoes complete this both in color and texture.Of course an izakaya meal isn't complete without some sort of alcohol. We had 2 large bottles of Asahi draft ($5.50/bottle) and then we finished by sharing a bowl of miso chasu ramen with extra chasu ($10). I'm sorry, but Santouka Ramen does not measure up to the ramen here and it was the last item we ate. The broth was perfect, not too salty and not under flavored. The chasu had just the right amount of fat interspersed with the lean bits. It looked like pancetta. Hubby was a bit skeptical but I assured him he would like it, and guess what? He did.This is definitely bookmarked for our next visit to Vegas, and let me tell you this, I'm reliving my meal right now just by writing this review and the bad part is, I'm not eating the food as I'm writing this. BUMMER!",7,8,NAUUEy0NBmk-a_mh8rGWwQ,8/25/2007,4,2,36,Restaurant
82,3500 Las Vegas Blvd S,"{'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 3, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': False, 'WheelchairAccessible': True}",LpJvitnw7vU5UW-3KE9kjA,"['Food', 'Ice Cream & Frozen Yogurt', 'Coffee & Tea', 'Chocolatiers & Shops', 'Specialty Food']",36.11833216,-115.1743504,Vosges Haut-Chocolat,89109,177,4.5,Nevada,nzsv-p1O8gCfP3XijfQrIw,4051,4/12/2005,1598,680,13,10994,156,7.28519879,"I was lured into the store by how chic its decor was. I'm a sucker for good chocolate (and so is hubby BTW) so we walked in without really having any intentions of anything really. We just wanted to look.I perused the display and marveled at all the really exotic concoctions including 2 of my favorite flavors in the world: pandan and kaffir lime.We ended up getting a box of 9 truffles (totaling $27). I've eaten the pandan and the kaffir lime. Hmmm.... I don't know. The kaffir lime was pretty good with a hint of the lime aroma. However, the pandan didn't quite work with the chocolate for me.I'm waiting to try the one with balsamic vinegar, another with chili, and yet another with fennel and anise.Right now I think what I've eaten is good. Definitely above average as far as chocolates go, but, they were not mindblowingly good. I still love the taste of Valhrona. Will report back regarding how the others turn out.UPDATE: Here's the run down:Buddha's Leaf (pandan): didn't do anything for me. I keep expecting a hint of salty taste to it.Kaffir Lime: was quite pleasant with a hint of limeBalsamico (balsamic vinegar + hazelnuts): was so-so, couldn't really taste the balsamicBudapest (Hungarian paprika): this was okay. Hubby said he tasted the paprika, but it was like as if I was about to taste it and then it disappeared. Disappointing.Red Fire (ancho chile+ cinnamon): This was awesome. I totally tasted the chile peppers and there was no heat to it, just the great aroma of chile. So far, my favorite. Black Pearl (wasabi, ginger, black sesame seeds): couldn't really taste any of the ingredients. Tasted just like regular chocolate to me with sesame seeds on top.Alexis (curry): not bad.Absinthe (Chinese star anise + fennel): I generally like star anise and fennel, but I do not like licorice which is basically what the flavor is... but this worked really well.Ellateria (cardamon): I totally did not like this one.",2,3,2Xf0exnGsIhLcdQAWAmm0w,4/11/2007,4,0,35,Restaurant
85,2717 Sarah St,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'Caters': False, 'WiFi': 'free', 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 1, 'BikeParking': True, 'RestaurantDelivery': False, 'RestaurantTakeOut': True, 'WheelchairAccessible': True}",eIedjt0mHVKDFmfhtfKSAQ,"['Food', 'Coffee & Tea', 'Desserts']",40.4259532,-79.9667075,Big Dog Coffee,15203,223,4.5,Pennsylvania,5MCBLBxr10NLUKZ4AboAMg,2766,9/7/2006,37479,1074,11,26465,139,7.169408845,"What up, Big Dog!? I'll tell you what's up, this place is my IDEAL coffee shop. Literally. Figuratively. In my dreams. In Pittsburgh. In my Pittsburgh dreams. Why, you ask? Well, I'll list out the what's what: *A customizable OATMEAL BAR. Yes! Oatmeal with all the fixins: brown sugar, walnuts, chocolate chips, dried fruit and more....! A perfect alternative to pastries and sugary treats, but still a filling breakfast. I love this. Love, love, love it. It's so simple and so great. Mine was piping hot and kept me full well into the day. SO much better than a muffin, and better for you! Roughly $5.50/bowl. No refills, of course. This ain't a buffet, and how much oatmeal can one really eat, anyway!? I might just put one of these in my house. *Wonderful coffee and tea offerings served in REAL MUGS if you are hanging out. Not to mention, INTELLIGENTSIA coffee brewed and served. Be still my Chicago-loving heart. *Bright, clean, spacious, cozy: A fireplace, plenty of sturdy tables and chairs. Bright paint, wood floors, just a down home comfy feel that makes you want to sit around all day drinking great coffee, reading books and chatting with dear friends. It just makes you feel HAPPY. Well decorated. Nicely appointed. *CLEAN BATHROOMS. 'Nuff said. *Friendly staff. You'd think this would be a given at a caffeine-slinging coffee shop, but it ain't always the case. We were greeted with warm smiles and helpful suggestions. Bad ass. Big Dog. Do it. *accepts credit cards*free wifi",7,6,cisDBjj-T35MN5nZrhIX_A,12/14/2011,5,3,54,Restaurant
86,1828 E Carson St,"{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'average', 'RestaurantAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Music': {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantGoodForGroups': True, 'Caters': True, 'WiFi': 'free', 'RestaurantReservations': False, 'BikeParking': True, 'RestaurantTakeOut': True, 'GoodForKids': False, 'HappyHour': True, 'GoodForDancing': False, 'DogsAllowed': False, 'RestaurantTableService': True, 'OutdoorSeating': False, 'RestaurantPriceRange2': 2, 'RestaurantDelivery': False, 'BestNights': {'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': True, 'saturday': True}, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'CoatCheck': False, 'Smoking': 'no', 'WheelchairAccessible': True}",VxRlBe2wjtycFWSZm1orTA,"['Irish', 'British', 'Pubs', 'Restaurant', 'Nightlife', 'Bars']",40.4284268,-79.9794308,Piper's Pub,15203,317,4.5,Pennsylvania,5MCBLBxr10NLUKZ4AboAMg,2766,9/7/2006,37479,1074,11,26465,139,7.169408845,"I can see why 50 other folks love this place! Quite the find. Wholesome, hearty, beefy, Brit-inspired fare. This is rib-stickin' food, my friends. Fries on salads, scotch eggs, proper English AND Irish brekkies served anytime, Guinness stew, shepherd's and their pies, chicken & mushroom pastry...and, a VEGAN BLACK BURGER. Yes, the geniuses behind Piper's Pub though of just about everyone, even the vegans. Well done, well done. Also, a whole mess of sandwiches, etc. Yes, the food is excellent enough to stand on its own, but what truly makes this place shine is the service. As soon as we entered we were greeted warmly, equipped with a wifi password (he saw me checking my phone, checking in of course!) without even asking, plus a story to boot (ask the owner about ""Yo Pipes!""). Waters and hot teas arrived swiftly as did menus. Our lunching partners joined us, we all ordered and from start to finish the service was utterly flawless. We had no less than 3 gentlemen taking orders, delivering food, refilling waters, checking on our happiness, etc. All just seemed to totally have their shit together and like being alive. This is rarity in the biz, these guys got it. This place has roots, and one of them seems to be treating guests like proper guestsAnd making them wish they'd worn stretchy pants. On a last second whim, I went with the full English Breakfast. Baked beans, bangers (sausages), 2 eggs over easy and thick cut toast all heaped onto a plate. It arrived in all of its glory, HOT, delicious and exactly what I wanted. It kept me full for approximately 9 hours (the entire drive to NYC) and I consumed about 1/4 of it. This stuff is for REAL. I'd say you might want to think about sharing plates due to the huge portions, but the food is so darned good I just recommend ordering your own and taking home leftovers. It's worth it. The lunch hour was a comfortable busy and I left with a warm, fuzzy feeling. Yes, I was full...but really, Piper's is the bomb. Yo Pipes! Indeed. HUGE lunch for 4, no booze + tip: $60.",6,6,XUT82303ZhcvDwpcxWAMIQ,12/13/2011,5,2,32,Restaurant
87,7353 E Scottsdale Mall,"{'Alcohol': 'full_bar', 'HasTV': False, 'NoiseLevel': 'average', 'RestaurantAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Music': {'dj': True, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}, 'RestaurantGoodForGroups': True, 'BYOBCorkage': 'no', 'Caters': False, 'WiFi': 'free', 'RestaurantReservations': False, 'BYOB': False, 'BusinessAcceptsBitcoin': False, 'BikeParking': True, 'Corkage': False, 'RestaurantTakeOut': True, 'GoodForKids': False, 'HappyHour': False, 'GoodForDancing': False, 'Open24Hours': False, 'RestaurantTableService': True, 'OutdoorSeating': True, 'RestaurantPriceRange2': 2, 'RestaurantDelivery': False, 'BestNights': {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'CoatCheck': False, 'Smoking': 'outdoor', 'WheelchairAccessible': True, 'RestaurantCounterService': False}",67zCgILB2h6JoSvFabVe7g,"['Lounges', 'Chicken Wings', 'American (Traditional)', 'Restaurant', 'Bars', 'Nightlife']",33.49275105,-111.9229253,AZ88,85251,625,4,Arizona,5MCBLBxr10NLUKZ4AboAMg,2766,9/7/2006,37479,1074,11,26465,139,7.169408845,"Gabi always takes me to the best places in Arizona. I'm a firm believer in her powers...so of course, this was a hit :) A LOVELY cobb salad. Great people/dog watching right on the park. Sunshine. OMG. Sunshine. Yes. We ate outdoors in January. I know it's not like, super exciting for people in Arizona...but for us, from Chicago: mind blowing! Wooooo!Diet Coke in mini airplane glass bottles is not my favorite, but it'll suffice. The salad was fantastic. A bite of Mr. Gabi's burger was very tasty. Everything was fresh and pretty. However, the bathrooms reminded me of some bad techno club. Glass EVERYWHERE. Mirrors in places you don't want mirrors. Pink lights. Made me claustrophobic, and didn't seem to ""go"" with the ambience of the restaurant. Then I got back to my table, and I was happy again...small blip on the radar. Ladies who lunch, come hither. This is the place.",13,10,0rwwed99U-X2EBYS4Mcm1w,1/20/2009,4,10,31,Restaurant
90,5040 N 40th St,"{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'average', 'RestaurantAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}, 'RestaurantGoodForGroups': True, 'Caters': False, 'WiFi': 'no', 'RestaurantReservations': False, 'BusinessAcceptsBitcoin': False, 'RestaurantTableService': True, 'RestaurantTakeOut': False, 'GoodForKids': True, 'WheelchairAccessible': True, 'DogsAllowed': True, 'BikeParking': True, 'OutdoorSeating': True, 'RestaurantPriceRange2': 2, 'RestaurantDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}}",IsoLzudHC50oJLiEWpwV-w,"['Breakfast & Brunch', 'Restaurant', 'American (Traditional)']",33.5112538,-111.9956516,Chelsea's Kitchen,85018,1193,4,Arizona,5MCBLBxr10NLUKZ4AboAMg,2766,9/7/2006,37479,1074,11,26465,139,7.169408845,"The dynamic duo (Gabi K and Jared M) scooped me up from the airport, and off to dinner...Chelsea's was finally decided upon, and what a great selection it was! Tuna Tartare with guac appetizer: AWESOME. A bit hard to eat, but very good. White sangria: PERFECT (x2) under the ""misters"" on a hot September evening. (105. I've never even SEEN misters, I like them. Like running through the sprinklers while you eat, but not so wet). Actually, no...I know exactly what it's like. Being a piece of produce at the grocery store...the only thing missing was the kitschy little ""I'm singing in the rain"" bit they play...For some reason, that always makes me smile. i digress, but at least I am well watered. Swordfish Tacos: The fish was excellent. Tortillas were a bit soggy, but only due to the massive amount of toppings. I also tried some of Jared's Steak Tacos. They were a little skimpy with the steak...boys need to eat! But, it was well prepared. No room for dessert. Ok, that's a lite. We went to Gspot for gelato ;) Really great spot, props to GK and JM for the tour!",8,9,iC4aLSn0wKRqW0XbGW7tlA,9/8/2008,4,6,24,Restaurant
91,2 S Market Sq,"{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'loud', 'RestaurantAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Music': {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantGoodForGroups': True, 'Caters': False, 'WiFi': 'free', 'RestaurantReservations': False, 'BusinessAcceptsBitcoin': False, 'BikeParking': False, 'RestaurantTakeOut': True, 'GoodForKids': True, 'HappyHour': False, 'GoodForDancing': False, 'RestaurantTableService': True, 'OutdoorSeating': True, 'RestaurantPriceRange2': 1, 'RestaurantDelivery': False, 'BestNights': {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'CoatCheck': False, 'Smoking': 'no', 'WheelchairAccessible': False}",w_UCGMgok7N9p0XdYBx1VQ,"['Sandwiches', 'American (New)', 'Nightlife', 'Restaurant', 'Bars', 'Sports Bars', 'Chicken Wings']",40.440287,-80.002585,Primanti Bros,15222,604,3.5,Pennsylvania,5MCBLBxr10NLUKZ4AboAMg,2766,9/7/2006,37479,1074,11,26465,139,7.169408845,"A solid 4-stars for a solid-as-hell sandwich! I mean, why mess with silverware?...just pile all those side dishes (slaw and fries) between those buns and get to work. You should be full for approximately 29 hours. On a recent beautiful day in Pittsburgh, my pal Rachel C and I popped over to Primanti Bros. Of course, an institution...visitors must at least try it once. Like Deep Dish pizza in Chicago or bagels in New York. You just gotta, ok? Locals seem to be split on whether its worth it...so, saddle on up to give it a shot yourself. Sitting outside on Market Square in the sunshine (and with Batman filming in the near distance!), we embarked on my first Primanti experience. Bros is right...these are definitely NOT dainty sandwiches, by any means! DO not come here on a first date, there is literally no way to eat this beast politely. My turkey and cheese was a ""lighter"" option, if that exists...but I will still full for the requisite 29 hours or so. Did it blow my mind? No. Did I find it fun and interesting and did it taste good? YES! Wash it down with a Diet Coke and we were set to jet to take Pittsburgh by storm the rest of the day. Or, needed a nap. Wear the stretchy pants. *accepts credit cards*great for groups*very quick *friendly service",11,11,UsB7g50PR7CYmWmRWplHsQ,9/13/2011,4,12,21,Restaurant
94,1137 S Braddock Ave,"{'Alcohol': 'none', 'HasTV': False, 'NoiseLevel': 'average', 'RestaurantAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantGoodForGroups': True, 'BYOBCorkage': 'no', 'Caters': True, 'WiFi': 'free', 'RestaurantReservations': False, 'BYOB': False, 'RestaurantTableService': True, 'RestaurantTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'DogsAllowed': True, 'BikeParking': True, 'OutdoorSeating': True, 'RestaurantPriceRange2': 2, 'RestaurantDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}}",3GuqcEYaF1d1WXcwOX5xPw,"['Breakfast & Brunch', 'Food', 'Cafes', 'Vegetarian', 'Restaurant', 'Coffee & Tea', 'Food Trucks']",40.43211376,-79.8932692,Square Cafe,15218,390,4,Pennsylvania,5MCBLBxr10NLUKZ4AboAMg,2766,9/7/2006,37479,1074,11,26465,139,7.169408845,"Well, call me a fan. A super-caffeinated, stuffed-with-oatmeal-pancakes fan. Ain't nothin' ""square"" about this place, totally hip to the groove! (Greg Brady voice) Square Cafe was on point in every regard. My colleague (the one and only Rachel C, pancake master) arrived around 930 and were quickly equipped with waters and appropriate hot beverages. My coffee (which I needed desperately) was refilled graciously and often. We ordered up the lovely oatmeal pancakes, tricking ourselves into thinking they were ""healthy."" Maybe slightly moreso than say...Snickers Bar pancakes, but these bad boys were very decadent, topped with mucho butter and pecans and peaches. I mean, really? REALLY!We also split the Ranchero Omelette for some protein, which was fluffy, full of cheese and flavorful. Only complaint was homemade salsa was a bit runny, and wet eggs ick me out. Still though, I persevered. I loved it so much I hung out an hour after breakfast at a table outside sipping a half chai/half coffee at a sweet sunny spot. Then I left FLYING. Whatever is in that coffee...works. Whew. Service, food, ambience all exceptional. Great breakfast/brunch/lunch places.",5,6,CNY6_6W43I8ne_2yGo9oLg,8/18/2011,5,5,16,Restaurant
95,306 W Springfield Ave,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'WiFi': 'no', 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 3, 'BikeParking': True, 'WheelchairAccessible': True}",QD61fmXTp476qfS0dpt2Lw,"['Coffee & Tea', 'Specialty Food', 'Food', 'Health Markets', 'Grocery']",40.1125585,-88.2114234,Strawberry Fields,61801,34,3,Illinois,5F_ASUSCHFf3YotkKioZ5w,1242,8/21/2005,6443,164,13,2596,152,7.070820257,"Three words: SIN FREE FOOD.  Deli and grocery, plus they cater.  I review from the perspective of a meat-eating dessertaholic, although I enjoy great vegetarian food and try to limit meat to a couple meals a week.  They do sell some meat, but most sandwiches in the deli are great and meatless.  Wonderful, beautiful, delicious, locally-grown organic produce.  They also carry eco-friendly cleaning products.  It's like a tiny Whole Foods, only better.",1,2,texqeOsEVLmImPAWxVe0tg,10/16/2005,4,0,23,Restaurant
98,124 W Main St,"{'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 2, 'BusinessAcceptsBitcoin': False, 'BikeParking': True, 'RestaurantDelivery': False, 'RestaurantTakeOut': True, 'WheelchairAccessible': True}",RWd83o4drIOE60W1meaESA,"['Desserts', 'Bakeries', 'Food']",40.1124479,-88.2084132,Mirabelle Fine Pastries,61801,100,4,Illinois,5F_ASUSCHFf3YotkKioZ5w,1242,8/21/2005,6443,164,13,2596,152,7.070820257,"Jack rules!The pastries here are so delicious, and sometimes too beautiful to eat, but you WILL eat them.  You are weak.Jack is a fastidious baker and expects the best from his staff.  Very intense guy, high standards, but with an amazing sense of humor.  A nice little shop.  Excellent bread too.",1,1,0f0NVjGTScuY8mpV56WZQQ,10/16/2005,5,1,20,Restaurant
100,2502 Village Green Pl,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'beer_and_wine', 'RestaurantGoodForGroups': True, 'RestaurantAttire': 'casual', 'RestaurantReservations': True, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 2, 'RestaurantTableService': True, 'RestaurantDelivery': True, 'RestaurantTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",1KGLQ6Sxji5jqsQnsC6fdQ,"['Italian', 'Pizza', 'Restaurant']",40.081896,-88.295835,MezzaLuna,61822,9,3,Illinois,5F_ASUSCHFf3YotkKioZ5w,1242,8/21/2005,6443,164,13,2596,152,7.070820257,"Three stars?  Four stars?  It's pretty solid, but they don't serve alcohol and there's no BYOB option.  Write me if that changes, I'll bump to four.The pizza is good, east coast-style (shut up - my dinner guest hails from Jersey), kinda thin softish crust that you can fold up and the orange grease dribbles out.  I had some good lasagna, which was super-rich, so eat slowly - I could only finish half, it was that huge a serving.  $10.99 gets you just about any entree.  I'm talking about big entrees, with garlic bread and salad included.  Husband enjoyed his calzone.Really nice guys working last night.  Very casual place.",4,3,YSP9iACk235AVooGAeksow,6/3/2008,3,2,20,Restaurant
