,attributes,business_id,categories,latitude,longitude,name,postal_code,business_review_counts,business_stars,state,user_id,user_review_count,yelping_since,user_useful_count,fans,elite_count,compliment_count,months_since,final_score,text,buisness_review_useful_count,cool,review_id,review_date,review_stars,funny,sentiment_score,business_category
337,"{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'average', 'RestaurantAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantGoodForGroups': True, 'BYOBCorkage': 'no', 'Caters': True, 'WiFi': 'free', 'RestaurantReservations': True, 'BYOB': False, 'RestaurantTableService': True, 'RestaurantTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'DogsAllowed': False, 'BikeParking': True, 'OutdoorSeating': False, 'RestaurantPriceRange2': 2, 'RestaurantDelivery': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",S1Gpj_cqlEzitBCGAXj5aA,"['Indian', 'Vegan', 'Pakistani', 'Restaurant', 'Vegetarian']",36.1152177,-115.1534885,Gandhi India's Cuisine,89169,328,3.5,Nevada,Ffa1cXIvFAy8H1sorICaiQ,773,4/27/2006,1387,99,12,883,144,6.463420509,"Vegas is the land of the strip mall.  Seriously, outside of downtown, they're everywhere, and wedged in between all the nail salons and paycheck-advance stores, you can find some pretty good Restaurant, if you don't mind the less-than-breathtaking surroundings.Gandhi is a solid, reliable Indian restaurant that we've been going to for years.  The building is mysteriously huge, with super-high ceilings and a dining area that goes on for miles, but it does fill up at peak times on the weekends.  The decor is nothing fancy - bare white walls livened up with some wall hangings or framed pictures - but you're not there for the ambience, you're there for tons of spicy food.When you sit down, they'll plop some pappadom down in front of you (those crunchy cracker-like flatbreads), plus a mint-cilantro sauce and a sweet-and-sour sauce.  I love this stuff, but be judicious in your use of the spicy sauce, because water service can be a bit slow here.Everything here is good, especially the garlic naan.  The tandoori chicken is yummy, as is the rogan josh, palak paneer, and tikka masala.  Entrees range from $10--12, although they also have special tasting menus (including salad, rice, and dessert) that range from $15--22.  They have a lunch buffet on weekdays that's also an excellent value.  And there's a pretty good selection of beer and wine, including a few Indian beers, to go with your meal.Nothing fancy decor- or ambience-wise, Gandhi nevertheless delivers good and reasonably priced Indian food in a quiet and pleasant setting.  If Vegas isn't already hot enough for you, spice it up with a trip to Gandhi.  And get the garlic naan!",1,2,VcWw5AJnFHw7WCqBLEdfjA,7/28/2006,4,0,43,Restaurant
338,"{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'average', 'RestaurantAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantGoodForGroups': True, 'BYOBCorkage': 'no', 'Caters': True, 'WiFi': 'free', 'RestaurantReservations': True, 'RestaurantTableService': True, 'RestaurantTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BikeParking': True, 'OutdoorSeating': True, 'RestaurantPriceRange2': 2, 'RestaurantDelivery': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'RestaurantCounterService': False}",f4kNNLU_0q_2J711jCN7dA,"['Greek', 'Restaurant', 'Vegetarian', 'Mediterranean']",36.1136516,-115.1383819,Paymon's Mediterranean Cafe & Lounge,89119,555,4,Nevada,Ffa1cXIvFAy8H1sorICaiQ,773,4/27/2006,1387,99,12,883,144,6.463420509,"It's late on a Sunday night, and my brain has decided to rework the Disneyland Tiki Room theme like so:  ""Oh, we're going/to the hookah lounge/to the hookah hookah hookah hookah lounge/Everybody/loves the hookah lounge..."" etc.  Try it, you'll like it.But I digress.  I'd visited Vegas many times before we finally made it to this place, because it keeps weird hours, and always seemed to be closed when we wanted to go.  We finally caught it on a night when it was open, and it remains my first and best hookah lounge experience.When you enter, there's an interior ""courtyard"" dividing the Greek cafe on the right, and the hookah lounge on the left.  There are tables set up here for ""sidewalk"" dining, and this is also where they seat the overflow on the hookah lounge's waiting list.  Service isn't great out here, because the servers are usually hurrying back to the kitchen and don't check on you very much, but we did eat out here once.  I had the stuffed grape leaves, which were good but not outstanding, and the Greek fries, which lived up to all the hype.The hookah lounge itself has great ambience: red velvety swags of fabric on the walls, sultry-eyed portraits of harem maidens everywhere, plus ornamental hookahs and pretty chandeliers.  The seating consists of low, plush couches with big cushions, perfect for lounging indolently while you smoke.When you sit down, they'll present you with a tray of maybe fifteen different tobacco flavors in little tins.  I've enjoyed the apple, jasmine, and vanilla - banana was interesting, but weird.  Once you choose, they'll fill up your hookah, turn it on, and after a couple of minutes, it's ready to go.  The base lights up in an ever-changing rotation of colors, which is fun to look at, and each person gets an individual disposable plastic mouthpiece for the communal hookah pipe.One order of tobacco is good for about 30 minutes of smoke - you'll know your hookah is dead when you have to take a lung-busting inhale to get it to bubble.  If I recall correctly, it was about $15 for one sitting, so definitely take some pals to split the cost.  They're pretty good about not hassling you to leave, especially if you keep the drink orders coming, but they do have a last call (an alien concept for us Nevadans), so keep an eye on your watch.Between the crowds of customers and the bellydancing/techno background music, it can get fairly noisy here, and it's not a place to go for quiet conversation with an intimate date.  But as an exotic stop on a boozy night out, or a post-party chill session before heading home, everybody loves the hookah lounge, the hookah hookah hookah hookah lounge...",2,2,YAUHklfsbtmO3d48lS8QDw,7/24/2006,4,1,37,Restaurant
339,"{'RestaurantTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'beer_and_wine', 'Caters': True, 'HasTV': False, 'RestaurantGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantAttire': 'casual', 'RestaurantReservations': True, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 2, 'BikeParking': True, 'RestaurantDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",1bYtt80iwckHNPJyIl4qQg,"['Mediterranean', 'Italian', 'Restaurant']",43.0759404,-89.5178922,Oliva,53717,82,3.5,Wisconsin,Ffa1cXIvFAy8H1sorICaiQ,773,4/27/2006,1387,99,12,883,144,6.463420509,"Tucked away in a smallish strip mall next door to a Peruvian restaurant (the picture of the restaurant here is actually its former location, where the Peruvian place now is), Oliva's mix of Italian and Turkish cuisine is somewhat unexpected, but it's a good place for groups because almost everyone can find something.When you sit down, you get a small basket of Turkish bread, which isn't like pita bread but more like squares of puffy, light foccaccia. We ordered the appetizer combo ($14), which included hummus, olive tapenade, Carrot Delight, and a slightly spicy red pepper dip. For entrees, our group was evenly split between Turkish and Mediterranean. I loved my beef shish kebab, especially the flavorful rice, which sort of reminded me of dim sum sticky rice. The yogurt sauce was envied by my calzone-ordering tablemates, although they were very happy with their giant calzones. The house salad comes with a tangy lemony vinaigrette that's really good and worth trying.We came in fairly late, an hour before closing, when there was only one other table. Soon we were the only table, and from then on we were kind of obsessively stalked by our server, who was popping in every two minutes to refill the bread, ask if we needed anything else at all, and generally hurry us out the door. I didn't care for that part so much - if you're open till 9, you're open till 9. Quit bugging us about the damn bread.In addition to the shish kebab and some veggie Turkish dishes, there's also a sprinkling of traditional pasta dishes, a few salads, and individual pizzas. Prices ranged from $12-16 for dinner entrees, and it looked like they also did some pizza delivery or takeout at the counter. The vibe is casual and friendly and overall I enjoyed it... that server just needs to chill out a little.",4,1,MXeLHYUi65dLbGQZlAnGIg,8/10/2010,4,1,27,Restaurant
340,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'DogsAllowed': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'RestaurantGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'free', 'RestaurantAttire': 'casual', 'RestaurantReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': False, 'RestaurantPriceRange2': 2, 'BikeParking': True, 'RestaurantDelivery': False, 'RestaurantTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True}",9edPSkfXKsJmkZYIaOmA7Q,"['Shopping', 'Restaurant', 'Shopping Centers', 'Fashion', 'Outlet Stores']",36.05393335,-115.1689283,Las Vegas South Premium Outlets,89123,393,3.5,Nevada,Ffa1cXIvFAy8H1sorICaiQ,773,4/27/2006,1387,99,12,883,144,6.463420509,"Looking for bargains in Vegas?  Don't go to the Strip, with its skeevy souvenir stores and pricey casino malls.  Instead, head over to the Las Vegas Outlet Mall, where you can actually get something for your money besides the thrill of plunking it into a one-armed bandit.This outlet mall is huge, and it just goes on and on...and on.  And on.  It's so big that there are two food courts, and one of them is located next to a carousel.  Yes, there is a somewhat random feel to the layout and selection of stores, but it's such a diverse mix that there will be something for everyone in your group to browse through - though you might have some trouble meeting up again later.Some of my favorite stores include the Fossil outlet, which has tables of $20 and $30 watches (but make sure they check the battery before you leave); Charlotte Russe, which has a fun mix of funky and bohemian women's clothes, and a giant clearance rack in the back (I got a super-cute skirt there for $8 that I wear all the time); Vans, which has styles you won't see in regular stores and a big sale section; and Levi's, where you can get irregulars for half the price of normal Levi's.Other notable stores include Liz Claiborne, Jones New York, Nike, Reebok, and Tommy Hilfiger.  Shoe lovers will find Adidas, Bass, Skechers, and Naturalizers, among others.  There are home furnishings stores (Mikasa, Black & Decker), leather stores (Wilson, and, soon, Coach), and gourmet foods (Harry & David, Rocky Mountain Chocolate Factory).  As with any ""outlet"" mall, there are some stores that seem suspiciously non-outlet, and some weird stores that are just oddball (like the rocks 'n' geodes shop).  Plan to spend at least an afternoon here, particularly if you're hiding out from the intense Vegas heat.  You may spend more than you planned - I always do - but unlike at the casinos, at least you'll have something to show for it when you head back home.",2,2,CITmVLt8962poXZuTI39Og,7/28/2006,4,2,19,Restaurant
341,"{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'average', 'RestaurantAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Music': {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': True, 'video': False, 'jukebox': False}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantGoodForGroups': True, 'Caters': False, 'WiFi': 'free', 'RestaurantReservations': True, 'RestaurantTableService': True, 'RestaurantTakeOut': True, 'GoodForKids': False, 'HappyHour': False, 'GoodForDancing': True, 'BikeParking': True, 'OutdoorSeating': False, 'RestaurantPriceRange2': 2, 'RestaurantDelivery': False, 'BestNights': {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}, 'GoodForMeal': {'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'CoatCheck': False, 'Smoking': 'yes', 'WheelchairAccessible': True}",kPV1DlXSkcXY5G8r2LLmEA,"['Nightlife', 'Restaurant', 'Bars', 'Lounges', 'Piano Bars', 'American (Traditional)']",36.11668407,-115.1035893,Ichabod's Lounge,89121,160,4,Nevada,Ffa1cXIvFAy8H1sorICaiQ,773,4/27/2006,1387,99,12,883,144,6.463420509,"As fun as the Strip is for out-of-towners, it's incredibly frustrating for locals: a traffic nightmare of epic proportions, and assuming you can actually get somewhere and park, you still have to negotiate swarms of tourists everywhere you turn.  Most of the time, it's just not worth it if all you want is a quick, no-fuss meal in a quiet spot.  That's where Ichabod's comes in.Located in a kind of blah strip mall, Ichabod's doesn't look like much from the outside.  Actually, it doesn't look like much from the inside, either - it's quite dark, with strips of Xmas lights running around the walls, and green plants spilling out of boxes atop the dividers between booths (I guess they must be fake, since sunlight rarely penetrates Ichabod's).  It's usually slow, and the servers don't seem all that enthusiastic, and are sometimes hard to find.The food makes up for the depressing ambience, though.  The Bloody Marys are excellent, and I'm told that their soups are great as well.  The menu is pretty casual, diner-type stuff - lots of sandwiches and salads.  Their wraps are the specialty, and definitely worth trying, especially the chicken caesar wrap and the Neptune wrap.  Packed with meats and veggies wrapped inside spinach- or tomato-flavored wraps, they're huge and tasty.  There's some kind of salad bar there, too, but I've always been afraid of its janky appearance (though that's kind of an Ichabod's theme).This is by no means a hip or trendy place, and if you see other diners at all, they'll be older couples and families.  But if you're tired of the touristy throngs and just want to go someplace where you can walk right in and be seated (and not pay $12 for a burger), turn to the dark side and try Ichabod's.",5,2,QqPYmo2qEBshr3_iIV3R8w,7/28/2006,4,1,5,Restaurant
342,"{'RestaurantTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'DogsAllowed': False, 'Alcohol': 'beer_and_wine', 'Caters': False, 'HasTV': False, 'RestaurantGoodForGroups': True, 'NoiseLevel': 'quiet', 'WiFi': 'free', 'RestaurantAttire': 'casual', 'RestaurantReservations': True, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 2, 'BikeParking': False, 'RestaurantDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",kBJfBVaXJtPEKLTov1hJdQ,"['Noodles', 'Restaurant', 'Cambodian', 'Barbeque']",33.4948726,-112.0535765,Reathrey Sekong,85014,409,4.5,Arizona,igaoaFNkX7ieMuyUBg0u5w,2000,6/18/2006,205,79,12,585,142,6.408050203,"I am pretty jealous that there is a Cambodian restaurant in Phoenix, while I'm not aware of any in the Midwest. Unbelievable I know, but it seems like a lot of work to open up your own restaurant and cook Khmer food so maybe it's the reason no one has opened up one in Chicago. Plus, I been working on compiling recipes from my mom to create my own family Khmer cookbook so I know about the work involved. I am part Cambodian and have been to Cambodia, and have a good idea of what good Khmer food tastes like and this place does an excellent job. The exterior made me feel like I was in a sketchy neighborhood, but the interior was simple and tastefully decorated to make you think that you are elsewhere. I am fascinated with seeing all the books on Cambodia. I was relieved to see that there was no karaoke Khmer music videos going on. That is so cliche for me and not even funny. The spring rolls are pretty good here. I had trouble deciding what to order since I was so familiar with all the items on there and it does cover quite a bit. One major thing that is missing is Prahok - this to me is one dishes that stand out from the other surrounding Southeast Asian country food dishes. I wouldn't mind seeing Sarai (coconut jello) and Bayng Janeau on the menu as well either - but that's just because I love that stuff, too. Had I been home at my parent's house, Katheaw is a Saturday lunch staple so I decided to have it here even though it was Friday dinner. It was very flavorful and maybe even better than the Katheaw I had in Cambodia. Well the portion is smaller than you would get ordering pho from a Vietnamese restaurant. In Cambodia I had to order 2 bowls to get full, so I think this might actually be the right amount. My only complaint was the price. My guess is that ingredients would be purchased from an Asian grocery store that other Southeast Asian Restaurant like Thai and Vietnamese Restaurant would also purchase items from. The prices would or should be on par with that. $3 a spring roll did make my eyebrows perk up a bit, where I think $2 might be more reasonable taking into account the size of the roll and all the ingredients. I've been getting creative with mine adding mangos and doing a brown rice wrapper so I can justify paying a premium for something that is a little more unique. Our server was friendly and helpful with recommendations. We did get a chance to speak a little Khmer. Of course, my face is going to get red from drinking - I'm Asian! Lol. I love the fact that the place is BYOB. I wouldn't mind stopping back in again - and if I know of others coming out to Phoenix I'll be sending them here! Augh jah, cha nygang main thain! :)",4,2,SKTvgU1j6hkGcKcpDHCWwg,8/11/2013,5,0,38,Restaurant
343,"{'RestaurantTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}, 'Alcohol': 'full_bar', 'Caters': False, 'HasTV': True, 'RestaurantGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'free', 'RestaurantAttire': 'casual', 'RestaurantReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 1, 'BikeParking': True, 'RestaurantDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantTakeOut': True, 'GoodForKids': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",dn51F67VLgPuqy_8SFk9oA,"['American (Traditional)', 'Restaurant']",36.1130255,-115.1634847,Village Pub and Cafe,89109,532,3.5,Nevada,igaoaFNkX7ieMuyUBg0u5w,2000,6/18/2006,205,79,12,585,142,6.408050203,"We must have came at a decent time with a 10 minute wait for dinner. It's nice because you get texted when your table is ready so you can be at the casino and hang out while you are waiting. We got seated at a table near the back but our waiter made sure that he always found us. Ricardo, super nice and very memorable, always refilling our drinks and hooking us up with the steak deal that you need to ask about that isn't on the menu. He was personable without being creepy and so genuinely caring that we were enjoying our meal. I had the salad with their homemade balsamic dressing and the soup since my boyfriend didn't want his, and it was so good. The steak, green beans, and mashed potatoes were excellent! I think this was the best meal we had in Vegas. No need to win money at the casino here when you will win with this dining experience. It's like I pulled all 3 cherries on the slot machine - taste of food, price, and service was just phenomenal. I will be back here when I come to Vegas and I'm gonna let everyone I know who's heading out to this way as well that this is a place they need to go to.",0,0,usVRIFudgKT8I96uxeXSnA,5/27/2016,5,0,33,Restaurant
344,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'beer_and_wine', 'RestaurantGoodForGroups': True, 'RestaurantAttire': 'casual', 'RestaurantReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 2, 'RestaurantTableService': True, 'RestaurantDelivery': False, 'RestaurantTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",LsaSrbOcV7M24Yc8nemdsA,"['Restaurant', 'Burgers', 'Sandwiches']",33.5839581,-111.9788671,Soma Cafe,85034,13,3.5,Arizona,igaoaFNkX7ieMuyUBg0u5w,2000,6/18/2006,205,79,12,585,142,6.408050203,"With the seated area outdoors, I was enticed to eat outdoors that day.  I was about to leave back to Chicago on this day, but thought it would be nice to get some healthy food and check out a new spot.  The interior is pretty open and functions without the need for a waitress, but not like a fast food joint.  They have quite an extensive menu for a healthy food spot.  I thought it might even be just vegetarian, but it's not.  My coffee wasn't very good because I had her add in the fat free caramel syrup, so that was my own fault.  So many things sounded good here, and I ended up choosing the steak and egg scramble.  It was a pretty nice portion and tasty.  I could totally see myself coming here after a good workout or something and feel good about myself after choosing anything to eat here.  The prices are decent, and the service was alright.",1,2,oF8kLxKWxxpoM8cCVDYbkw,12/16/2007,4,0,26,Restaurant
345,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'Caters': False, 'WiFi': 'free', 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 2, 'BikeParking': False, 'RestaurantDelivery': False, 'RestaurantTakeOut': True, 'ByAppointmentOnly': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}",z0cjTX7o6gJsXm2hWHaKGw,"['Food', 'Nightlife', 'Desserts', 'Coffee & Tea', 'Coffeeshops']",36.10447348,-115.1737044,Sambalatte,89109,396,4,Nevada,igaoaFNkX7ieMuyUBg0u5w,2000,6/18/2006,205,79,12,585,142,6.408050203,"With Starbucks cornering the market everywhere, I wasn't sure if I would find a local coffee shop on the strip. I love the set-up and atmosphere of this place. The outdoors in itself was inviting to sit outside and feel like you could be at a European cafe. When you walk in it's hard to believe that it's attached right next to the casino because it's clean and modern but yet has a comfortable homey feel to it. I'm impressed that it's quiet and peaceful as opposed to the loud and ringing noises of the casino. There are a lot of menu options and so many things sounded very enticing. I got the red rock latte with coconut milk and it was delicious, probably one of the best tasting coffees. My only complaint is that it was probably the most expensive coffee I have ever purchased at a whopping $7. I can't honestly say it's worth it when I know some people can buy a bag of coffee at that price. The guy taking my order was very nice and helpful with letting me know the ingredients of this specialty drink.",1,1,hgDK9t6ngO3MOw0KKJ1ZmQ,5/26/2016,4,1,25,Restaurant
346,"{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'average', 'RestaurantAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Music': {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantGoodForGroups': True, 'Caters': True, 'WiFi': 'free', 'RestaurantReservations': True, 'BikeParking': True, 'RestaurantTakeOut': True, 'GoodForKids': True, 'HappyHour': True, 'GoodForDancing': False, 'DogsAllowed': True, 'RestaurantTableService': True, 'OutdoorSeating': True, 'RestaurantPriceRange2': 2, 'RestaurantDelivery': False, 'BestNights': {'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': True}, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'CoatCheck': False, 'Smoking': 'outdoor', 'WheelchairAccessible': True}",iuSq6jpt-r-7JxqXE5hK6g,"['American (New)', 'Nightlife', 'Breakfast & Brunch', 'Cocktail Bars', 'Bars', 'Salad', 'American (Traditional)', 'Restaurant']",33.79775871,-111.979748,Heart and Soul Cafe,85331,244,3.5,Arizona,igaoaFNkX7ieMuyUBg0u5w,2000,6/18/2006,205,79,12,585,142,6.408050203,"This was one of the places that I wanted to go eat at while I was planning my trip, and since it was my last meal before I headed back made it pretty sweet. We had to leave Phoenix a little ways out, but it was worth it. We came across a strip mall plaza of sorts, which surprised me a little bit since the name sounded so quaint it made me think it might be tucked away. We went inside and felt transported with the old gas pump like fixtures and decor. We lucked out and were able to sit in the only dining table with the car. The coffee seemed particularly delicious here. I got the Heavenly Hash, and it was quite heavenly. I would love to come back and try the Famous Suicide Stack! Service was a little slow considering there wasn't too many people there on a Monday morning, so it's definitely a good time to come and not deal with the weekend rush. Prices were reasonable as well.",0,0,LGY9f6rvqYtltw3oB_p25Q,9/16/2013,4,0,23,Restaurant
347,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'full_bar', 'RestaurantGoodForGroups': True, 'RestaurantAttire': 'casual', 'RestaurantReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 2, 'RestaurantTableService': True, 'RestaurantDelivery': False, 'RestaurantTakeOut': True, 'GoodForKids': False, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",URf61OrDNrpWICL3XHXvmA,"['Sushi Bars', 'Restaurant']",33.677854,-111.978579,Celsius Sushi Bar,85050,25,4,Arizona,igaoaFNkX7ieMuyUBg0u5w,2000,6/18/2006,205,79,12,585,142,6.408050203,"My friend wanted to take me here after we both decided on having sushi for dinner.  It has a pretty trendy interior and a nice casual outdoor area.  We sat outside and started out with some edamame.  We ordered up 4 rolls, 2 in which were deep fried in the tempura batter. I can't remember the names of them, but I do remember that we ordered one called the firecracker, and one that had the chli lime sauce drizzled on it, and another that had lobster in it.  I think that I should have only ordered one of the tempura battered rolls because it would have made the experience more unique, and I think I would have appreciated it more.  Anyways my favorite was the one with the chili lime sauce with sprinklied tempura crumbs around it.  Our waitress was decent.  She didn't come off as being genuine as to whether or not we liked the food, and seemed preoccupied with other thoughts.  The owner was very nice and attentive.  He seems to make his way around to be available to the customers, and even gets things when your waitress isn't around for you to ask.  I like this place, but I want to try other sushi spots as well.  The prices of the sushi is comparable to Chicago.  The ambiance is very laid back and chill.  I wouldn't describe it as being romantic.  I think they also have happy hour specials that go on Monday - Saturdays  from 3-6pm (not positve on the hours).  Unfortunately we were there on Sunday.  I wouldn't mind coming here for a happy hour.",3,4,vwWb4U5NRXskRDHIyLfn1w,11/14/2007,4,0,23,Restaurant
348,"{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'average', 'RestaurantAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Music': {'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}, 'RestaurantGoodForGroups': True, 'Caters': False, 'WiFi': 'free', 'RestaurantReservations': True, 'RestaurantTableService': True, 'RestaurantTakeOut': False, 'GoodForKids': False, 'HappyHour': True, 'GoodForDancing': False, 'BikeParking': False, 'OutdoorSeating': False, 'RestaurantPriceRange2': 3, 'RestaurantDelivery': False, 'BestNights': {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'CoatCheck': False, 'Smoking': 'no', 'WheelchairAccessible': True}",YJ8ljUhLsz6CtT_2ORNFmg,"['Gastropubs', 'Fish & Chips', 'Nightlife', 'Restaurant', 'British', 'Pubs', 'Bars']",36.117417,-115.175757,Gordon Ramsay Pub & Grill,89109,2502,3.5,Nevada,igaoaFNkX7ieMuyUBg0u5w,2000,6/18/2006,205,79,12,585,142,6.408050203,"We came here on a whim, because this is the point where we were so tired from walking and stopped and decided that this would do. Our waiter was busy but nice enough to check in on us and make sure we got what we needed. We were impressed by the quickness in which our food got out. We had just ordered the wings and nachos which had a different take on flavors. It was good, but nothing that was very impressive. The prices were just too exorbitant I don't think we've ever paid $22 for a dozen wings. The nachos were like $15 or $16 and that seemed too high as well. I understand that this was on top of kettle chips and it was short ribs, but that was a bit crazy. I can appreciate the creativity but it comes with a cost. This also seems to be a popular spot for birthday celebrations and there were 2 right next to us, and we were here at like 9:45pm.",1,0,FfGo6lBPKWcTzDIqIUwN0Q,5/18/2016,3,0,21,Restaurant
