,user_id,user_reviews_count,yelping_since,useful,fans,elite_count,compliment_count,months_since,final_score,text,business_useful_review_count,business_id,cool,review_id,date,business_stars,funny,sentiment_score,address,attributes,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,business_review_count,business_review_stars,state,business_category,full_state,username
215716,5F_ASUSCHFf3YotkKioZ5w,1242,8/21/2005,6443,164,13,2596,152,7.070820257,"This is one of the finer restaurants in Urbana, owned by the same people as at Courier Cafe, just up the road.  It loses a couple stars because it wants to be a fine dining establishment with an accompanying pricetag, but the servers are generally not as experienced as you'd like (although they are trying, so it's not right to totally pan them).  And the food quality and inventiveness leaves something to be desired.  They have a good location, dining rooms, including a nice garden room, and it's quite comfortable overall.  It just needs an infusion of talent.For brunch, four stars.",6,oWQwUw8xfQgi1nVNKgS6vA,1,x5mw91LVu_Zrgh0P0IrCBA,10/16/2005,3,2,18,402 N Race St,"{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsGoodForGroups': True, 'Caters': True, 'WiFi': 'free', 'RestaurantsReservations': True, 'BusinessAcceptsBitcoin': False, 'RestaurantsTableService': True, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'DogsAllowed': False, 'BikeParking': True, 'OutdoorSeating': True, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'RestaurantsCounterService': False}","['Restaurants', 'Event Planning & Services', 'Bakeries', 'Breakfast & Brunch', 'Venues & Event Spaces', 'American (New)', 'Food']",Urbana,"{'Monday': '17:00-22:00', 'Tuesday': '17:00-22:00', 'Friday': '17:00-22:00', 'Wednesday': '17:00-22:00', 'Thursday': '17:00-22:00', 'Sunday': '17:00-22:00', 'Saturday': '17:00-22:00'}",1,40.115461,-88.2086039,Silvercreek,,61801,116,3.5,IL,Restaurant,Illinois,Ellen
214181,5F_ASUSCHFf3YotkKioZ5w,1242,8/21/2005,6443,164,13,2596,152,7.070820257,"This is the real deal - a little Italy in itself.  Dimly lit, checkered tablecloths, comfortable booths and Chianti bottles hanging from the ceiling.  Romantic, a popular Valentine's Day destination.  One of our favorite places in Champaign.  I love the chicken capperi - the wine sauce is incredibly delicious.  Nice service.  Save room for dessert.",0,O4-tpRbaMfrdx_okiVAbaw,0,FtxH3I7RKM0OjwwTpIDscQ,10/18/2005,4,1,18,115 S 1st St,"{'Alcohol': 'full_bar', 'HasTV': False, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'yes_corkage', 'WiFi': 'no', 'RestaurantsReservations': True, 'BYOB': False, 'RestaurantsTableService': True, 'Corkage': True, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BikeParking': True, 'OutdoorSeating': False, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}}","['Pizza', 'Barbeque', 'Restaurants', 'Italian']",Champaign,"{'Monday': '17:00-20:30', 'Tuesday': '17:00-20:30', 'Friday': '17:00-21:30', 'Wednesday': '17:00-20:30', 'Thursday': '17:00-20:30', 'Sunday': '17:00-21:00', 'Saturday': '17:00-21:30'}",1,40.1159,-88.23873,Manzella's Italian Patio Restaurant,,61820,30,3,IL,Restaurant,Illinois,Ellen
212312,5F_ASUSCHFf3YotkKioZ5w,1242,8/21/2005,6443,164,13,2596,152,7.070820257,"Nice lounge with real people.  The patrons are friendly, easy going and mature, and the music is eclectic - James Brown, Tom Waits, the Black Crowes...keep going.  Good hamburgers and cheddar broccoli.  Also a great black bean burger.  Excellent place to grab lunch.  Reminds me of Southport Avenue in Chicago.",1,D6SCh4BwNb52wZIqXdS4JQ,0,aevPkxl97q4Gw0yJI-xnQA,10/18/2005,4,0,17,106 N Walnut St,"{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'loud', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Music': {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'no', 'Caters': False, 'WiFi': 'free', 'RestaurantsReservations': False, 'BYOB': False, 'BikeParking': True, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'HappyHour': True, 'GoodForDancing': False, 'RestaurantsTableService': True, 'OutdoorSeating': True, 'RestaurantsPriceRange2': 1, 'RestaurantsDelivery': False, 'BestNights': {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}, 'GoodForMeal': {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'CoatCheck': False, 'Smoking': 'outdoor', 'WheelchairAccessible': True}","['Bars', 'Pizza', 'Pool Halls', 'Nightlife', 'Beer', 'Wine & Spirits', 'Lounges', 'American (Traditional)', 'Food', 'Restaurants']",Champaign,"{'Monday': '11:00-2:00', 'Tuesday': '11:00-2:00', 'Friday': '11:00-2:00', 'Wednesday': '11:00-2:00', 'Thursday': '11:00-2:00', 'Sunday': '11:00-2:00', 'Saturday': '11:00-2:00'}",1,40.116597,-88.242292,Esquire Lounge,,61820,110,4,IL,Restaurant,Illinois,Ellen
212313,5F_ASUSCHFf3YotkKioZ5w,1242,8/21/2005,6443,164,13,2596,152,7.070820257,"Nice lounge with real people.  The patrons are friendly, easy going and mature, and the music is eclectic - James Brown, Tom Waits, the Black Crowes...keep going.  Good hamburgers and cheddar broccoli.  Also a great black bean burger.  Excellent place to grab lunch.  Reminds me of Southport Avenue in Chicago.",1,D6SCh4BwNb52wZIqXdS4JQ,0,aevPkxl97q4Gw0yJI-xnQA,10/18/2005,4,0,17,106 N Walnut St,"{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'loud', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Music': {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'no', 'Caters': False, 'WiFi': 'free', 'RestaurantsReservations': False, 'BYOB': False, 'BikeParking': True, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'HappyHour': True, 'GoodForDancing': False, 'RestaurantsTableService': True, 'OutdoorSeating': True, 'RestaurantsPriceRange2': 1, 'RestaurantsDelivery': False, 'BestNights': {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}, 'GoodForMeal': {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'CoatCheck': False, 'Smoking': 'outdoor', 'WheelchairAccessible': True}","['Bars', 'Pizza', 'Pool Halls', 'Nightlife', 'Beer', 'Wine & Spirits', 'Lounges', 'American (Traditional)', 'Food', 'Restaurants']",Champaign,"{'Monday': '11:00-2:00', 'Tuesday': '11:00-2:00', 'Friday': '11:00-2:00', 'Wednesday': '11:00-2:00', 'Thursday': '11:00-2:00', 'Sunday': '11:00-2:00', 'Saturday': '11:00-2:00'}",1,40.116597,-88.242292,Esquire Lounge,,61820,110,4,IL,Restaurant,Illinois,Ellen
629313,1xJwMqmvVXPwY7yEVQIc-A,2444,1/19/2006,8038,186,12,2677,147,6.662578126,"This review was originally started on the road about summer of 2014.  When you're on the road (long distance driving), eating options are few and far between them.  I kept hoping to find a Trader Joes or Whole Foods market but, no effing chance.-------------------------------Probably the worst ""fast food"" visit yet.  Not worst in the sense that I have a juicy story to share but that it took ever so long to get a small order fulfilled in comparison to their competitors next door.  Ya know, the motorist traveling the interstate is probably their most typical sort of consumer and their everyday challenge is to win some of that motorist business.  I would think that Burger King would staff only their best to support these needs of the weary traveler, yes? Maybe?  Absolutely not.  Their customer service is pretty good and their employees are able to converse appropriately but their turn around times in serving just plain STINK!.  In the not-so-recent past, upon visits to Chicago BK's I would remember staff asking drive-up customers to reverse or move forward so that they could fake out BK corporate about how quickly they could meet customer demand. (Faking out their drive-up window timers)  These kinds of requests were not made here.  Instead we waited and waited and waited, for typical, every-order, type BK items.  The wait was so long that we started taking note of how quickly their neighbor Arby's, were able to respond to their drive-up business in far more suitable times.Originally we thought about hitting Arby's but they had a sizable line and for some reason we thought between the two fast food evils, this would be the better. Wonk, wonk, wonk..",3,Xoahafjr-Hz9zLrodYvDBA,0,6Did12aQsdvPtJrO9pZU4Q,2/1/2015,2,3,8,720 W Champaign Ave,"{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}","['Hot Dogs', 'Restaurants', 'Burgers']",Rantoul,{},1,40.3086275,-88.1734946,Burger King,,61866,12,1.5,IL,Restaurant,Illinois,Jacob
843147,_cUtxCvCccwgNJzD5I0cDA,1445,12/22/2006,25775,230,11,15325,136,6.522481211,"Less than stellar BDubs in Champaign. On a Monday night with not much going on in sports we waited a few minutes to even be acknowledged at the Host stand for service. Others who entered later also had to wait for any acknowledgement. Restaurant was dirty, many tables needed bussing. Server was inattentive, didn't refill waters, so we had to flag down a coworker. The wings were good, but subpar experience overall.",7,A_wn7gdvQAv5F2-0CBjgEA,3,TVlHBCezzX5TEs_moI1cdg,8/24/2017,2,3,1,1335 Savoy Plaza Drive,"{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'loud', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Music': {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'Caters': False, 'WiFi': 'free', 'RestaurantsReservations': False, 'RestaurantsTableService': True, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'HappyHour': True, 'GoodForDancing': False, 'BikeParking': False, 'OutdoorSeating': True, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': False, 'BestNights': {'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}, 'GoodForMeal': {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'CoatCheck': False, 'Smoking': 'no', 'WheelchairAccessible': True}","['American (Traditional)', 'Sports Bars', 'Bars', 'Restaurants', 'Chicken Wings', 'Nightlife']",Savoy,"{'Monday': '11:00-0:00', 'Tuesday': '11:00-0:00', 'Friday': '11:00-1:00', 'Wednesday': '11:00-0:00', 'Thursday': '11:00-1:00', 'Sunday': '11:00-0:00', 'Saturday': '11:00-1:00'}",1,40.07018999,-88.25128555,Buffalo Wild Wings,,61874,66,3,IL,Restaurant,Illinois,Kyle
211383,fyS8H0BNDv5du_X7ttUEqQ,796,6/14/2006,630,26,12,111,142,6.391215603,"Clearly I'm not the only one who learned about Thai from the Y.  Now that I've had a lot more Thai food, I still fondly recall the pad thai from the Y.  Great food, wonderful prices, and always fresh.  It was so good, so close to home, and so worth the wait in line.",0,aKiE0aZ6vGyOlH-uVOHONw,0,cDjf_HWgR-e9ZflI91JgaQ,1/13/2007,4,0,14,1001 S Wright St,"{'Alcohol': 'none', 'HasTV': False, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'yes_free', 'Caters': True, 'WiFi': 'free', 'RestaurantsReservations': False, 'BYOB': False, 'RestaurantsTableService': False, 'Corkage': False, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BikeParking': True, 'OutdoorSeating': False, 'RestaurantsPriceRange2': 1, 'RestaurantsDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'RestaurantsCounterService': True}","['Restaurants', 'Thai']",Champaign,"{'Friday': '10:00-16:30', 'Tuesday': '10:00-16:30', 'Thursday': '10:00-16:30', 'Wednesday': '10:00-16:30', 'Monday': '10:00-16:30'}",1,40.1065381,-88.22929,The Y Eatery,,61820,31,3.5,IL,Restaurant,Illinois,Shannon
214813,fyS8H0BNDv5du_X7ttUEqQ,796,6/14/2006,630,26,12,111,142,6.391215603,"Ohhhh the murphyburger, how I loved thee.  Best damn burger in town.  The mushroom cheeseburger was my favorite, and the fries - oh. so. good.  Extra pickles, please.I went back to campus a few years ago and found they had expanded - it's a little disconcerting, but at least the food is still the same.  Go Murphy's!",0,mklo4H47YWK7f18YXTCEoA,0,LIBo3nUgyTCsaxsX-U8Mtg,1/13/2007,4,0,13,604 E Green St,"{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Music': {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'Caters': False, 'WiFi': 'free', 'RestaurantsReservations': False, 'RestaurantsTableService': False, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'HappyHour': False, 'GoodForDancing': False, 'BikeParking': True, 'OutdoorSeating': False, 'RestaurantsPriceRange2': 1, 'RestaurantsDelivery': False, 'BestNights': {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}, 'GoodForMeal': {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'CoatCheck': False, 'Smoking': 'no', 'WheelchairAccessible': True}","['Dive Bars', 'Bars', 'American (New)', 'Pubs', 'Nightlife', 'Restaurants']",Champaign,"{'Monday': '11:00-2:00', 'Tuesday': '11:00-2:00', 'Friday': '11:00-2:00', 'Wednesday': '11:00-2:00', 'Thursday': '11:00-2:00', 'Sunday': '11:00-2:00', 'Saturday': '11:00-2:00'}",1,40.11037991,-88.23018797,Murphy's Pub,,61820,107,3.5,IL,Restaurant,Illinois,Shannon
937681,XYSDrIef7g4Gmp3lNFVO6A,4338,7/19/2007,15740,349,11,4643,129,6.269721504,"Hilton Garden Inn is one of my fave go-to hotels - and this experience continues to reaffirm my belief in their brand.Checked in on Monday afternoon with no problems. They already had my membership number on file so I got credit for the stay. Nice clean, comfortable room. Room had a nice flat panel HD TV. Bed and pillows were comfortable. Free cookies at the front desk - peanut butter with M&Ms baked into them.I picked up a Gatorade and a Diet Coke from the Pantry and had them added to my room bill - no fuss - no muss.From my room, sent a print job of a Google pdf of directions for the next day's trip to Minneapolis - easy to use and no charge for the printing.Breakfast in the hotel was good - had an English muffin with peanut butter, oatmeal with a dash of cinnamon, nutmeg, brown sugar, and some raisins, a side of bacon, plus a cup of coffee and an 8 oz. can of Tomato juice. Tasty breakfast.",2,Icj9QzQxqvzOmPm_liAq1Q,1,vjBGvCg40ONcD6CoiCJF9w,11/6/2008,5,0,11,1501 S Neil St,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'DogsAllowed': False, 'Alcohol': 'full_bar', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'RestaurantsGoodForGroups': True}","['Hotels', 'Active Life', 'Recreation Centers', 'Restaurants', 'Hotels & Travel', 'American (New)', 'Venues & Event Spaces', 'Party & Event Planning', 'Event Planning & Services', 'Caterers']",Champaign,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,40.0991265,-88.2462073,Hilton Garden Inn,,61820,34,3.5,IL,Restaurant,Illinois,Neal
951158,XYSDrIef7g4Gmp3lNFVO6A,4338,7/19/2007,15740,349,11,4643,129,6.269721504,"As the previous reviewer Bailey stated - nice clean store, brightly lit.I wanted one of those soft cloths for cleaning eyeglass - they had none. I had to buy a package (30 count) of these wet eyeglass wipes in the foil packs. Also picked up some Rolaids as I ran out, and a comb to replace my missing comb.",1,bP_HZle1uUaILvSaS_cYbQ,0,1R_xb40BO5MhZaWScBCNeQ,11/6/2008,4,1,3,1509 S Neil St,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsTakeOut': False, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}","['Beauty & Spas', 'Food', 'Cosmetics & Beauty Supply', 'Shopping', 'Drugstores', 'Convenience Stores']",Champaign,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,40.0986335,-88.2451999,Walgreens,,61820,9,3,IL,Restaurant,Illinois,Neal
951225,XYSDrIef7g4Gmp3lNFVO6A,4338,7/19/2007,15740,349,11,4643,129,6.269721504,"I stumbled across this place looking for dinner - I was not expecting to find a Vietnamese place in Champaign, IL!As I drove by - it crossed my mind that just because it's Vietnamese does not mean they serve Pho - my recent visit to Viet Bistro in Falls Church, VA was a reminder of this. BUT - I see the word ""Pho"" in the window - my fears are allayed. For a moment.I walk in and am seated. The ambiance is quite nice. However, it all goes downhill a bit from there. There is no Pho Ga on the menu. My waiter is confused when I ask him about Pho Ga. I explain that it is the equivalent of Vietnamese Chicken noodle soup.So then he points me to their ""Pho Thit Heo Nuong,"" which is defined as: Combination Rice Noodles Beef Soup with Grilled Chicken. This does not sound right - but I decide to try it. I also order a side of Summer rolls.The Summer rolls come out first - with a side of a peanut dipping sauce - which is a bit on the runny/watery side. I add some Sriracha sauce to it - and it seems to be that the Sriracha sauce is not as thick as it should be - it seems a little on the thin side from a consistency perspective.The rolls themselves are good. I added squirts of Sriracha sauce to several bites of the rolls - definitely not as thick as it should be and not as hot as I am used to - I think they have cut or diluted the Sriracha sauce here.Then the soup is brought out - a plate of sliced grilled chicken, a bowl of Beef Pho broth with noodles, and a plate of aromatics - bean sprouts, two jalapeno slices, some basil, and a lime wedge. I taste the broth - this is definitely not Pho Ga broth. I taste the grilled chicken - it's very tasty. Just not what I was expecting when I walked in. I dumped the grilled chicken into the broth, added some Sriracha sauce and ate the whole thing.The soup does not even come close to many of the Pho places back in Virginia.",3,uma0HNsysznSfPbQb2HD5g,1,Mzr9daHNsayAENSUddc36w,11/4/2008,2,0,0,"1333 Savoy Plz, Ste 8","{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'RestaurantsGoodForGroups': True, 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'RestaurantsTableService': True, 'RestaurantsDelivery': False, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True}","['Restaurants', 'Vietnamese']",Savoy,{},0,40.0704268,-88.2515456,Saigon Vietnamese Cuisine,,61874,14,3.5,IL,Restaurant,Illinois,Neal
1080656,vWxQvbuUVMMvn6zvfNxVZg,618,12/23/2005,111,25,11,302,148,6.071698677,"Sadly, not named after the 80's hair-band, nonetheless, the former R&R's has been cleaned up and they provide some pretty good pub fare.  The wings are quite good.  Also, I must say I was impressed with the level of service I received for Sunday brunch, after a football Saturday.  If our wait person was hung-over she sure didn't show it.  On time with refills and completely polite.  Best part, 6 people for lunch: $50.",1,jK8PNNtv4RI6m-xd-tGjPQ,0,x7tab82WExlETr19ooWaPg,10/21/2008,4,0,13,708 S 6th St,"{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'loud', 'RestaurantsAttire': 'casual', 'WheelchairAccessible': True, 'BusinessAcceptsCreditCards': True, 'Music': {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'no', 'Caters': True, 'WiFi': 'free', 'RestaurantsReservations': False, 'BYOB': False, 'BusinessAcceptsBitcoin': False, 'BikeParking': True, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'HappyHour': True, 'GoodForDancing': True, 'RestaurantsTableService': True, 'OutdoorSeating': True, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': False, 'BestNights': {'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': True}, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'CoatCheck': False, 'Smoking': 'outdoor', 'DriveThru': False}","['Nightlife', 'Bars', 'Restaurants', 'Burgers', 'American (Traditional)']",Champaign,"{'Monday': '11:00-2:00', 'Tuesday': '11:00-2:00', 'Friday': '11:00-2:00', 'Wednesday': '11:00-2:00', 'Thursday': '11:00-2:00', 'Sunday': '11:00-2:00', 'Saturday': '11:00-2:00'}",1,40.1096938,-88.2303603,Firehaus,,61820,83,3.5,IL,Restaurant,Illinois,Mike
1080477,vWxQvbuUVMMvn6zvfNxVZg,618,12/23/2005,111,25,11,302,148,6.071698677,"Very serviceable Mexican place, even by ""big city"" standards.  They deal with crowds from Illinois football games and do so gracefully.  Even with a packed house and a big line, the food comes out hot, tasty, and correct.  You'd think you're the only guests.",0,X57f6FWZiwI1wOidPPhOrQ,0,HQHCfMb1Kn3AiQTj5EPRFg,11/16/2011,4,0,2,1407 N Prospect Ave,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Caters': True, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'BYOBCorkage': 'no', 'GoodForKids': True, 'WheelchairAccessible': True, 'Alcohol': 'full_bar'}","['Restaurants', 'Mexican']",Champaign,"{'Monday': '11:00-22:00', 'Tuesday': '11:00-22:00', 'Friday': '11:00-22:30', 'Wednesday': '11:00-22:00', 'Thursday': '11:00-22:00', 'Sunday': '11:00-22:00', 'Saturday': '11:00-22:30'}",1,40.1298862,-88.2584824,Dos Reales,,61820,179,4,IL,Restaurant,Illinois,Mike
