28,Restaurants,Burgers,2,Fast Food,1,Diners,1,1xJwMqmvVXPwY7yEVQIc-A
29,Restaurants,Nightlife,19,Bars,16,American (New),10,Pf7FI0OukC_CEcCz0ZxoUw
30,Restaurants,American (New),49,Nightlife,46,Bars,45,53bZ_EsXH71L7iFs5MP9_w
31,Restaurants,Specialty Food,13,Desserts,12,Breakfast & Brunch,8,8h1r7mXd-H225yDgc4EMPg
32,Restaurants,Pizza,3,Asian Fusion,2,Caterers,2,seAX967Wk8qiVXOYjbregg
33,Restaurants,Breakfast & Brunch,153,American (New),141,Sandwiches,123,dIIKEfOgo0KqUfGQvGikPg
34,Restaurants,Italian,7,American (New),7,Desserts,6,2hMNc8G87MGYw4PomxT8AQ
35,Restaurants,Nightlife,13,Bars,13,American (Traditional),9,jX52sZoojxyYV2viWNyO7A
36,Restaurants,Nightlife,8,Bars,8,American (Traditional),6,_cUtxCvCccwgNJzD5I0cDA
37,Restaurants,Breakfast & Brunch,6,Bars,4,Nightlife,4,hcZqq-a16ZTjaM2p2MljTg
38,Restaurants,American (Traditional),6,Nightlife,6,Bars,6,XCW5pJCDhvlW76XTSUEkIg
39,Restaurants,Breakfast & Brunch,2,Cafes,1,American (Traditional),1,h7cX02YMLzyobfZ7E-mg-Q
40,Restaurants,Breakfast & Brunch,10,American (Traditional),10,Burgers,10,lufa4bHQd3XLYQE1zXis0g
41,Restaurants,Desserts,16,American (New),9,Sandwiches,8,GpgBEengSGt1SDH67ATF8Q
42,Restaurants,Mediterranean,2,Vegetarian,2,Nightlife,2,Ffa1cXIvFAy8H1sorICaiQ
43,Restaurants,Vietnamese,1,Noodles,1,French,1,_BcWyKQL16ndpBdggh2kNA
44,Restaurants,Nightlife,7,Bars,7,American (Traditional),5,BlKCEQcc03mNdLA1pVG-XQ
45,Restaurants,Nightlife,10,Bars,9,American (Traditional),9,8qtsJtmefjJZIFM6_Ksd7A
46,Restaurants,American (Traditional),13,Nightlife,12,Bars,11,igaoaFNkX7ieMuyUBg0u5w
47,Restaurants,American (Traditional),6,Breweries,4,American (New),4,DecNq9BYtMwHhgdnPNGbVQ
48,Restaurants,Cafes,4,Nightlife,4,Bars,4,YbZg36FoMgkKcTEPae5siA
49,Restaurants,American (Traditional),9,Fast Food,5,Burgers,5,fyS8H0BNDv5du_X7ttUEqQ
50,Restaurants,Sandwiches,8,American (Traditional),8,Beer,7,UsXqCXRZwSCSw0AT7y1uBg
51,Restaurants,American (New),37,Bars,29,Nightlife,29,w-w-k-QXosIKQ8HQVwU6IQ
52,Restaurants,American (New),20,Nightlife,16,Bars,14,fgwI3rYHOv1ipfVfCSx7pg
53,Restaurants,Coffee & Tea,36,American (Traditional),29,American (New),26,XYSDrIef7g4Gmp3lNFVO6A
54,Restaurants,French,6,Bakeries,6,Breakfast & Brunch,5,XHuNSjrPA3Vyi7n4iVhZaQ
55,Restaurants,Breakfast & Brunch,25,American (New),24,Nightlife,20,ACUVZ4SiN0gni7dzVDm9EQ
56,Restaurants,Buffets,1,Vegetarian,1,Gluten-Free,1,g2pjJLw2362ne09i2xjgoQ
57,Restaurants,American (New),12,Bars,11,Nightlife,11,IDl8QswIXwI6Fr6KW3TbRw
58,Restaurants,Coffee & Tea,66,Breakfast & Brunch,63,Sandwiches,54,QuZbJquRtbY9O9JrB9NpxQ
59,Restaurants,Breakfast & Brunch,35,Sandwiches,29,Mexican,26,rMsB82tk9uOB6JumPMgczg
60,Restaurants,Thai,1,Coffee & Tea,1,,0,6a-782Y5FXqJ7KGmQtJsSQ
61,Restaurants,Coffee & Tea,29,Bakeries,16,Sandwiches,14,37HswRimgBEf7_US-c3CDA
62,Restaurants,Fast Food,2,Burgers,2,Mexican,2,vWxQvbuUVMMvn6zvfNxVZg
63,Restaurants,Nightlife,30,Bars,29,Breakfast & Brunch,18,ZYZNcugF3xUEGyLOVGiZ0Q
64,Restaurants,American (Traditional),6,Nightlife,3,Bars,3,4rg-rTjYpnEjNOqi-ej4RA
65,Restaurants,Bars,23,Nightlife,23,American (New),20,ET8n-r7glWYqZhuR6GcdNw
66,Restaurants,Chinese,15,Desserts,13,Mexican,12,xceJT1G2Yhel3W2lRxRTDA
67,Restaurants,Filipino,8,Arts & Entertainment,6,American (New),5,m3qH3d97shbvSCtmUrpDFA
68,Restaurants,Coffee & Tea,6,Desserts,4,Specialty Food,4,s2c7-9bqMhjA8POuKIHm8g
69,Restaurants,Event Planning & Services,4,Breakfast & Brunch,3,Italian,3,U9yWtQO_0LPjtaU9jN0JsA
70,Restaurants,Nightlife,13,Bars,13,Breakfast & Brunch,13,HZ9ep6UdCW0TmTTAfjzYxg
71,Restaurants,Salad,3,Soup,3,Fast Food,3,NZba-Q-Fp10iF77CTQt24Q
72,Restaurants,Pizza,2,Burgers,2,Nightlife,2,WslBIvrC1ezr4VAvPMEyMA
73,Restaurants,American (Traditional),16,American (New),12,Breakfast & Brunch,9,ybJkYYEBvFGVb-or4i9_oA
74,Restaurants,American (New),2,Breweries,2,Bars,2,6PEIKIibsT3NkG1THRfJPg
75,Restaurants,Breakfast & Brunch,136,American (New),125,Nightlife,117,M9rRM6Eo5YbKLKMG5QiIPA
76,Restaurants,Buffets,1,Breakfast & Brunch,1,American (Traditional),1,w8flMOM04LfF0175Stp3AA
77,Restaurants,American (Traditional),1,Seafood,1,American (New),1,SDURW9xVesI7-Yl9naeEog
78,Restaurants,American (Traditional),6,Breakfast & Brunch,6,American (New),5,WaqPitgrhpepyvFo2jcUBQ
79,Restaurants,Bars,10,Nightlife,10,Sandwiches,10,1zyE713RTVjBoO55_XjZiA
80,Restaurants,Nightlife,35,Bars,35,American (New),31,kcLuh-ck_Zj07TsodaaNUA
81,Restaurants,Nightlife,40,Bars,40,American (New),32,PcPminF0bIUsKjUh9e4DMQ
82,Restaurants,Italian,3,Nightlife,3,Bars,3,6ivd2u_gj1f42Ep5WKue4Q
83,Restaurants,American (New),3,Breakfast & Brunch,3,Pizza,2,KVehpTNCERwMGAx-h9MR-A
84,Restaurants,Southern,2,American (Traditional),2,Bakeries,2,LdWIjNvjdaAoAfpQhT6F9w
85,Restaurants,Breakfast & Brunch,3,Coffee & Tea,3,American (New),3,JcnZGx0dNLgsmkBcZj8oWQ
86,Restaurants,Coffee & Tea,10,Nightlife,7,Bars,7,0Igx-a1wAstiBDerGxXk2A
87,Restaurants,Pizza,9,Italian,9,Bars,8,3LC2sKfvz_nWuJquUDsNnw
88,Restaurants,American (New),3,Nightlife,3,Steakhouses,3,S05NY_oZqxAVlS2OLkHmNQ
89,Restaurants,American (New),8,Nightlife,6,Seafood,5,eigZw_Tn4TWJPSZ9UO9Auw
90,Restaurants,Nightlife,12,Bars,12,Pizza,7,ya3mbvTaymecfrTc08SxhQ
91,Restaurants,American (New),3,Breakfast & Brunch,3,American (Traditional),3,YIyGnPWNA7rb3hiIgFwb_A
92,Restaurants,Nightlife,58,Bars,55,American (New),32,c3_AdjAlMy4EJYQhuXADgA
93,Restaurants,American (Traditional),137,Nightlife,119,Bars,113,62GNFh5FySkA3MbrQmnqvg
94,Restaurants,American (New),8,Grocery,5,Specialty Food,5,Pstaq3a0m58jBDkoT5HtOw
95,Restaurants,Event Planning & Services,3,Caterers,3,Food Trucks,2,To0GTLW5MGZwOg5TxxZIQA
96,Restaurants,Chinese,7,Dim Sum,5,Bakeries,4,syvwUKQJ4OYfmL_ixVLMeQ
97,Restaurants,Specialty Food,10,American (Traditional),9,Coffee & Tea,9,xQLy_wpqrR3etSXt61OIIg
98,Restaurants,Nightlife,13,Bars,13,Cocktail Bars,9,InDrrRvQ9f732YGPX4Ixmg
100,Restaurants,Nightlife,5,Breweries,5,Bars,4,AVfwXXqM9KOi_rZ_ALxxoQ
101,Restaurants,Nightlife,34,Bars,33,American (New),24,5gbkhlWANGVzQYi_0m3vOQ
102,Restaurants,American (New),2,Breweries,2,Bars,2,zWGj3oOA_X8QPho_l5BRKg
103,Restaurants,Nightlife,19,Bars,19,American (New),19,Jtq_pKd7GVbXvFY8YU8kmw
104,Restaurants,American (Traditional),6,American (New),6,Event Planning & Services,5,ynRkJSonX8Unc5-uk3cw1w
105,Restaurants,American (Traditional),3,Grocery,3,Pharmacy,2,nnwBdqGHIAJQ5QX9lHOtrQ
106,Restaurants,Bars,4,Nightlife,4,Desserts,4,HUmClClluKP5Ur6X7e306Q
107,Restaurants,Nightlife,54,Bars,51,American (New),32,DXh8yxwZCg5Ckj5kmDvKXw
108,Restaurants,Bars,4,Nightlife,4,American (Traditional),4,sBkm5dZgoZXBNb5W6YQj7Q
109,Restaurants,American (New),3,Chinese,3,Sushi Bars,3,HEPfqAH6ObF36Fp1B9Fi1Q
110,Restaurants,Coffee & Tea,5,Salad,2,Bakeries,2,k_muz40jJaiY1PVga6NDXA
111,Restaurants,American (New),9,American (Traditional),7,Nightlife,7,tPufvUuxXLJOMYQ7gzsMVA
112,Restaurants,Nightlife,9,Bars,8,American (New),5,NvUeb5G_mSSxgKhEE_Hueg
113,Restaurants,Nightlife,31,Bars,30,Breakfast & Brunch,21,bGzQELylOfNPi_XpitxPTQ
114,Restaurants,Grocery,7,Delis,4,Bakeries,4,RlXfOTtpgTfcisRmukrGbw
115,Restaurants,Specialty Food,14,Italian,12,Grocery,8,2wzBYj-J0xQ2RWD46cDI5w
116,Restaurants,Breakfast & Brunch,9,Bars,7,Nightlife,7,WN3FQ5lNz5q8FFbeH42OxQ
117,Restaurants,Breakfast & Brunch,27,Nightlife,25,American (Traditional),25,hd-S4mtrPY9Q6iuBJegnOQ
118,Restaurants,Nightlife,19,Bars,18,American (New),18,2HchhLgGj16aITZGVy0hqA
119,Restaurants,Breakfast & Brunch,7,Bars,5,Nightlife,5,jj0t-2qLGl2g_odLBjxKOw
120,Restaurants,Nightlife,14,Bars,14,Italian,11,PjYaEnWRFB7uogiAeaXQQA
121,Restaurants,American (Traditional),26,Sandwiches,14,Chinese,14,60IVUw1Rfzz-IE7EiAoUEw
122,Restaurants,Breakfast & Brunch,116,Sandwiches,109,American (Traditional),108,hWDybu_KvYLSdEFzGrniTw
123,Restaurants,Nightlife,41,Bars,37,American (New),32,TYCkjEHPSJSnFb6m6GDluw
124,Restaurants,Nightlife,25,Bars,25,Breakfast & Brunch,18,nT3tLANzGy0a7DuB_GIQjA
125,Restaurants,Coffee & Tea,2,Breakfast & Brunch,2,American (Traditional),1,B5RcWUztezeNkW-_ujqViQ
126,Restaurants,Specialty Food,2,Breakfast & Brunch,2,American (New),2,DCnqvmdvbu04hTAv7DX-Mw
127,Restaurants,Bars,12,Nightlife,12,American (New),11,5WBIwR92ZNVmsG7bRaxHKw
128,Restaurants,Sandwiches,4,Buffets,4,Ice Cream & Frozen Yogurt,2,s4O8baEyijx68SOrz668rg
129,Restaurants,Nightlife,4,Bars,4,French,4,98v_f4MQhbAK-SKeSATEEg
130,Restaurants,Bars,10,Nightlife,10,American (New),8,djp57omz9cccV1wI0_sqqA
131,Restaurants,Nightlife,9,Bars,9,American (New),7,p3heVCnq3M0H2LMxIuuc5g
132,Restaurants,Nightlife,15,Bars,14,American (Traditional),13,JlD8asiXfY1CoGy3VHFRlA
133,Restaurants,Mexican,8,Sandwiches,7,Nightlife,6,TLdMXf2gt9Am9LOLL_T2FQ
134,Restaurants,Nightlife,7,Bars,7,Specialty Food,6,IcdxwCBX6rNHwlcFJEVVtQ
135,Restaurants,Coffee & Tea,2,Vegan,2,Vegetarian,2,MMHVt1xtlD4xJWOMPtX2OA
136,Restaurants,Nightlife,81,Bars,80,American (Traditional),55,H_-K6erSJYtzg3ZEvOg3EQ
137,Restaurants,Sandwiches,4,American (New),4,Japanese,2,vD65y5E3Az3bFc6UW4G1eA
138,Restaurants,American (New),63,Nightlife,61,Breakfast & Brunch,59,Reuq65EOFI938Yg8xgff9g
139,Restaurants,American (Traditional),5,Korean,3,Seafood,3,sv5K9wQ04MqxtvytKXORFw
140,Restaurants,American (New),12,Nightlife,10,Bars,10,lxt4LomsbAjBvk5POhDTEw
141,Restaurants,Nightlife,51,Bars,49,American (Traditional),26,q91tQNboB-0HWtM8cXRjdg
142,Restaurants,Cafes,2,Breakfast & Brunch,2,Sandwiches,2,oedIFmYQViZ9F2F-dvDNMg
143,Restaurants,Nightlife,98,Bars,97,American (New),86,NfU0zDaTMEQ4-X9dbQWd9A
144,Restaurants,American (Traditional),2,Nightlife,2,Bars,2,be8hFRSzakhqt37ojP308g
145,Restaurants,Japanese,24,Nightlife,15,Bars,14,gqpnDoFx42U5NdtejYfKOg
147,Restaurants,Bakeries,4,Sandwiches,4,Breakfast & Brunch,2,C0RonzO64B4D3o6GtcMlxg
148,Restaurants,Breakfast & Brunch,4,Bars,3,Nightlife,3,UBsLObCOSI5Sb0G2W8nqIg
149,Restaurants,American (New),12,Bars,9,Nightlife,9,KnIDkn0LAhcAhykDfQQgUQ
150,Restaurants,American (New),4,Nightlife,3,Event Planning & Services,3,TA5f9rpPGllhrjhIor8jNA
152,Restaurants,Nightlife,10,Bars,8,Arts & Entertainment,5,IyIsFkVY48JWa01inv-7zA
153,Restaurants,Nightlife,86,Bars,84,American (Traditional),70,_uqIpl5tzucKuIlZZPBZRw
154,Restaurants,American (Traditional),15,Breakfast & Brunch,14,Bars,12,JUlMVyJQ6ijHCdMjs8bGhw
155,Restaurants,Nightlife,81,Bars,75,American (New),65,qlC607Cyp0Mj91vDFvkp3Q
156,Restaurants,Bars,14,Nightlife,14,Breakfast & Brunch,13,Ev55kUL77kZk6xCYam5www
157,Restaurants,Coffee & Tea,32,Breakfast & Brunch,31,Nightlife,24,EyaluppfmU_oI5pb2jF1TQ
158,Restaurants,Nightlife,8,Bars,7,American (Traditional),5,Eg1T--knapihoR2GV-Dj_w
159,Restaurants,Nightlife,86,Bars,82,American (Traditional),74,nOr3_aq60yivqgcso_iDMw
160,Restaurants,Bars,67,Nightlife,67,American (New),49,3Uv0dGI2IXJb2OUj8R2GJA
161,Restaurants,Bars,29,Nightlife,29,American (Traditional),25,53QaFbmZojYK0vv3RQagcw
162,Restaurants,American (New),12,Nightlife,8,American (Traditional),7,W3W6ywndgEOM4mf_DgCb5g
163,Restaurants,Bars,72,Nightlife,72,American (New),62,cJ-ujlCWP0i1UZXSH7F3gg
164,Restaurants,Coffee & Tea,22,American (Traditional),20,Breakfast & Brunch,19,rnfgjemszUlQx6U_-PO63w
165,Restaurants,Breakfast & Brunch,7,American (Traditional),7,American (New),6,fwSsSQXLvip6MkayAa_vyQ
166,Restaurants,Bars,8,Nightlife,8,American (New),4,itmb9uAolzQnmEBDlV24qQ
167,Restaurants,Arts & Entertainment,2,Wine Bars,2,Wineries,2,obnSWeGIYsjedPvy0_0Jag
168,Restaurants,American (New),21,Nightlife,21,Bars,20,HXOfPXPMvdXNpQ_l0RRjKw
169,Restaurants,American (New),14,Breakfast & Brunch,11,Bars,8,LAsOaowycjpyCenm1IUi_g
170,Restaurants,Nightlife,33,Bars,33,Breakfast & Brunch,24,yaBIVHDxaUBN2YHQ8-YiuQ
171,Restaurants,American (New),13,Bars,10,Nightlife,10,m8nDqQ7a3zQWfkNK1_vwnQ
172,Restaurants,Nightlife,6,Bars,5,American (New),5,tk47e3weem-fA6K9J-iH9Q
173,Restaurants,Nightlife,48,Bars,46,American (Traditional),43,X0X3hiKv5CigUec1XYi_pg
174,Restaurants,American (Traditional),15,Seafood,11,Specialty Food,11,VbfaQcyRqSZ0rGvhgg-3Fw
175,Restaurants,Bars,64,Nightlife,64,Sandwiches,53,Ytjon2aVUm09CMdfGJxZYg
176,Restaurants,Breakfast & Brunch,15,American (Traditional),13,American (New),12,AFCSE7BT3FGle35em1WWVw
177,Restaurants,Cafes,7,American (New),6,Bars,6,g42wi9bOD_WAZsro7VW6rA
178,Restaurants,Nightlife,35,Bars,33,American (Traditional),23,z_9oeZ5aN8g8AzPNENht8w
179,Restaurants,Nightlife,8,Bars,8,Pizza,8,2hii37dkKL4POcu6vh_6EA
180,Restaurants,Bars,22,Nightlife,22,American (Traditional),21,pFRE2mNCQvx9DUU542c6Dw
181,Restaurants,Nightlife,148,Bars,141,Sandwiches,116,Ry1O_KXZHGRI8g5zBR3IcQ
182,Restaurants,Bars,40,Nightlife,40,American (Traditional),22,rv9d5TcnnxuOCX7ole_Clg
183,Restaurants,Nightlife,128,Bars,121,American (Traditional),95,SlgpAnj2gQd44EM_Uq6DkQ
184,Restaurants,Breakfast & Brunch,40,American (New),33,Bars,33,fJ_qSZH_akvWzHUPMqab1g
185,Restaurants,Fast Food,23,Breakfast & Brunch,20,American (Traditional),20,qntQp9UoeP6ju8D_W0Y0cw
186,Restaurants,Nightlife,19,American (Traditional),17,Bars,16,s_Dg0gNZmh-Vc6yLQ34_lw
187,Restaurants,Nightlife,37,Bars,36,American (Traditional),20,5oM7gXmeX7s6T1_KlL30yQ
188,Restaurants,Nightlife,67,Coffee & Tea,65,Bars,61,JUT0U3HTSB3kz9Wh7N0GqA
189,Restaurants,Nightlife,77,Bars,73,American (New),71,aDYNz8cujkDdmbiOh95ANA
190,Restaurants,Nightlife,18,Bars,18,American (New),13,aDApcTFMWehnSXgbg49TPQ
191,Restaurants,American (Traditional),9,Nightlife,9,Bakeries,9,iSqAA0keruU-ZZro7jW0zQ
192,Restaurants,American (Traditional),29,Nightlife,28,Bars,27,qjYXOBnladFYhciGBSgAMw
193,Restaurants,Nightlife,45,Bars,42,Pizza,40,s4cki7AiOrOjb5r-ZpbJUw
194,Restaurants,Nightlife,53,Bars,51,Vegan,38,WBCG29Wa-amEZPnoAGqYgg
195,Restaurants,Nightlife,128,Bars,119,American (Traditional),80,vKUlUXLVylwdttu7h1_Y5Q
196,Restaurants,Ice Cream & Frozen Yogurt,4,Nightlife,2,Japanese,2,NXmp8CW4RFKAU0oNWb--wA
197,Restaurants,American (Traditional),40,Fast Food,31,Nightlife,31,qmjoMFMZdLH69_6eGTGDZw
198,Restaurants,American (Traditional),16,Coffee & Tea,16,Bars,12,xN-xoLhTHUFfTS_BMGG0xg
199,Restaurants,American (Traditional),2,Sandwiches,2,Breakfast & Brunch,1,f_evBImeOZavf8kSiabPtA
200,Restaurants,Nightlife,17,Bars,15,American (New),8,2-iZ3lifB5gGWcpP6EgCCw
201,Restaurants,American (Traditional),23,Bars,19,Nightlife,19,Ox0Nic-2-6pb7V4jyi9iFA
202,Restaurants,Nightlife,14,Bars,12,Breakfast & Brunch,11,cuVrNmt7_WtBn1uz5L_p0g
204,Restaurants,Nightlife,42,Bars,39,American (New),34,h7Qb2VZwNstP84ntwfJJZQ
205,Restaurants,Grocery,20,Breakfast & Brunch,18,American (Traditional),18,htzxDWzRt4Xd7UGy4t0yAw
206,Restaurants,Nightlife,5,Bars,5,American (Traditional),4,weCeiXxZBhBY5mX9y6jS1A
207,Restaurants,Sandwiches,29,Fast Food,24,Burgers,20,B8WruADju0mx5FlkLfYYfw
208,Restaurants,Chinese,2,Creperies,2,Pan Asian,2,4BaRBsPhITxM8GhMFhKFnw
209,Restaurants,American (New),2,Asian Fusion,2,Event Planning & Services,1,W-jxlh7yj4LQ3ETkFK2_tQ
210,Restaurants,American (New),17,Nightlife,11,Bars,11,n4tD6axYRFajkX2ESvukMw
211,Restaurants,American (Traditional),58,American (New),45,Nightlife,40,cyuDrrG5eEK-TZI867MUPA
212,Restaurants,Steakhouses,5,French,4,Specialty Food,4,XxBbmN0D74n1M_8Rc3RydA
213,Restaurants,Nightlife,47,Bars,46,American (Traditional),26,3L7nHnaeSHSdZXzV_vdvAQ
214,Restaurants,American (Traditional),2,Pizza,2,Diners,2,6S2hVlEHOdlwaRphc_8U4g
215,Restaurants,Fast Food,34,American (Traditional),30,Nightlife,28,r-zUIQPaHzvIyL93wQaoiQ
216,Restaurants,Nightlife,16,Bars,14,Grocery,13,EtBYV4tWrKH6jR0RCwV_JA
217,Restaurants,American (Traditional),27,American (New),22,Sandwiches,20,hXQHu4Isp1wZYO6A-I0zQg
218,Restaurants,Bars,2,Nightlife,2,Buffets,1,mwAGcfk2YfpWnL2uCQfCEw
219,Restaurants,Nightlife,86,Bars,81,American (New),81,QmethzRyAvZXS9m1UNJpdw
220,Restaurants,Coffee & Tea,23,Cafes,18,Bakeries,13,bUPeHBFEINhqiKj9-k4-zA
221,Restaurants,Breakfast & Brunch,4,Cafes,3,Gas Stations,2,xvgH8BtK743Kjoy0wZdFqQ
222,Restaurants,American (Traditional),10,Pizza,10,Desserts,9,NEPtb8p3nyQkkap0DZ0__g
224,Restaurants,American (Traditional),22,Burgers,17,Nightlife,14,v2PkGI7MjkmyRzht2bMWQw
225,Restaurants,Nightlife,7,Bars,6,Fast Food,3,fpYMYJowa9Levq6SszNcvA
226,Restaurants,American (Traditional),22,American (New),21,Nightlife,19,j2Hd4aM8XYnYOyhS0ZCNww
227,Restaurants,Coffee & Tea,7,Bars,4,Nightlife,4,rejdO1V12C2ZIyEv_Evysg
228,Restaurants,Breakfast & Brunch,10,American (Traditional),8,Bars,8,apwx9mVErPHhQgxFnlvcjA
231,Restaurants,Nightlife,26,Bars,23,American (New),21,-0b84SUGVN0YkG5j2MCmBw
232,Restaurants,American (Traditional),80,Breakfast & Brunch,75,Pizza,74,PcvbBOCOcs6_suRDH7TSTg
233,Restaurants,Mexican,39,Fast Food,37,American (Traditional),25,H3KluKXf1mp3etCToCJhqg
234,Restaurants,Nightlife,40,Bars,38,American (Traditional),37,M3ncFIlEfaSdSpoiMINwBA
235,Restaurants,American (New),8,Pizza,7,American (Traditional),7,y-dpL5Iun_Drej8DFGfAgg
238,Restaurants,Korean,1,Sushi Bars,1,Japanese,1,ceAThsA4RPlpHGO3N-juyA
247,Restaurants,Breakfast & Brunch,1,Donuts,1,,0,3cADFWNkeGKBsy7WO-VrBw
248,Restaurants,American (New),2,Breakfast & Brunch,2,Buffets,1,Z8x8nMD45eHO2pj5s5eaVA
254,Restaurants,Nightlife,3,Bars,3,American (New),3,xlzvOVH5RyEZHR5yl_9Uiw
257,Restaurants,Sandwiches,8,American (New),7,Cafes,6,3hjRqQPXejPJLlSVJdqoWA
262,Restaurants,Bars,2,Barbeque,2,Karaoke,2,SaFwA-O7hGWt4JCgaSKfFg
267,Restaurants,Nightlife,2,Bars,2,Fast Food,2,DZM-GYbeNzz0BSL_zM2zhQ
275,Restaurants,Nightlife,8,Bars,8,Breakfast & Brunch,7,UA_PSxcBCxWIycTPcOxzTA
280,Restaurants,Desserts,2,American (New),2,Sandwiches,2,3_x4UQmvfU-rfw716nv-hQ
283,Restaurants,Cafes,2,Pizza,2,Coffee & Tea,2,TdiS_KhV5av_m3nujACn7A
286,Restaurants,Nightlife,7,Bars,7,American (New),7,knySv4Xsnx5ifUQxk8aRqQ
289,Restaurants,Desserts,4,Asian Fusion,3,Seafood,3,LBYfP1qhGVScjzDR_5x4XQ
290,Restaurants,Seafood,1,Chinese,1,Soup,1,o7g9FHCJ7Rfdwf3UdlB1Dg
292,Restaurants,Sandwiches,13,Greek,12,Mexican,11,aSo8b495Tfjw_8Idg94Fqw
293,Restaurants,Japanese,3,Chinese,3,Brazilian,2,Fl0ikMuhlT5CdlilDrX1YQ
295,Restaurants,Japanese,5,Asian Fusion,5,Pizza,4,szwtYEFdA9WXoXS2g9D3Gg
296,Restaurants,Irish,1,Bars,1,Nightlife,1,58Hx4zzdmUd5urv23ntcGw
299,Restaurants,Fast Food,2,Burgers,1,American (Traditional),1,X4KvWGo05jwT8M4hb5uSSA
300,Restaurants,Tex-Mex,1,Vegan,1,Mexican,1,O0bOIlVWVcg9MKy83ojgkQ
301,Restaurants,Burgers,4,Mexican,3,Breakfast & Brunch,3,H74Dv2uhRcfYurTwLMTjNA
305,Restaurants,Family Practice,1,Health & Medical,1,Doctors,1,Fw7Bk2ZI4jLXVJ5SRKtzvg
307,Restaurants,Mexican,8,Fast Food,6,Salad,5,acG6sCCyWwfH4_lJ-lTgKw
311,Restaurants,Fast Food,4,Sandwiches,3,Burgers,2,Hucf3msWDa-MzTcjFzbTnQ
312,Restaurants,Bars,1,Lounges,1,Nightlife,1,nA0IUjfVQGFXWJwmY9lZhg
313,Restaurants,Irish,1,Bars,1,Nightlife,1,XU61CKUSNAozUKpf-D20Bg
315,Restaurants,Pizza,1,Italian,1,Cajun/Creole,1,zYsQB7ErPFVPMWBtvjzPHA
316,Restaurants,Do-It-Yourself Food,2,Ice Cream & Frozen Yogurt,2,Coffee & Tea,2,OzO1caVsj98B4PYCLwiX7Q
319,Restaurants,Irish,1,Bars,1,Nightlife,1,yP21ZJVzPB-1KLRfyW38CQ
320,Restaurants,Cuban,1,Event Planning & Services,1,Sandwiches,1,2SbdXb5zhr_sYvUnB_33uQ
322,Restaurants,American (Traditional),2,Seafood,1,Breakfast & Brunch,1,oT4RjuVnyOgWmDkgpnL1QA
325,Restaurants,Sandwiches,1,Breakfast & Brunch,1,Caterers,1,eJd3iIkiUiIH-8wIAT76Eg
326,Restaurants,Breakfast & Brunch,9,Japanese,7,Coffee & Tea,7,V3Dt4BX_hhxGodgjgKrRAQ
327,Restaurants,Burgers,1,American (Traditional),1,Sandwiches,1,78gZ8D1MY3ZHLtzWuFqOhA
