,user_id,business_id,business_category,user_reviews_count,yelping_since,useful,fans,elite_count,compliment_count,months_since,final_score,username,address,attributes,categories,latitude,longitude,business_name,postal_code,business_review_count,stars,full_state
10,om5ZiponkpRqUNa3pVPiRg,thBWpIcP6vclsHS6GfI1dw,Beauty & Spa,2578,1/18/2006,83693,842,12,8940,147,8.312731151,Andrea,6850 E Main St,"{'DogsAllowed': True, 'Alcohol': 'full_bar', 'Caters': True, 'HasTV': True, 'WiFi': 'free', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BusinessAcceptsBitcoin': False, 'BikeParking': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': True}}","['Beauty & Spas', 'American (New)', 'Day Spas', 'Hotels', 'Event Planning & Services', 'Health Retreats', 'Restaurants', 'Hotels & Travel']",33.493449,-111.933953,Hotel Valley Ho,85251,511,4,Arizona
11,gjhzKWsqCIrpEd9pevbKZw,thBWpIcP6vclsHS6GfI1dw,Beauty & Spa,3138,9/21/2005,22779,1118,13,12456,151,7.793269786,Miriam,6850 E Main St,"{'DogsAllowed': True, 'Alcohol': 'full_bar', 'Caters': True, 'HasTV': True, 'WiFi': 'free', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BusinessAcceptsBitcoin': False, 'BikeParking': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': True}}","['Beauty & Spas', 'American (New)', 'Day Spas', 'Hotels', 'Event Planning & Services', 'Health Retreats', 'Restaurants', 'Hotels & Travel']",33.493449,-111.933953,Hotel Valley Ho,85251,511,4,Arizona
12,G5LXEaxhQMF_BVjNHkVr7g,thBWpIcP6vclsHS6GfI1dw,Beauty & Spa,1884,12/7/2004,10029,647,13,8230,160,7.460535375,Nish,6850 E Main St,"{'DogsAllowed': True, 'Alcohol': 'full_bar', 'Caters': True, 'HasTV': True, 'WiFi': 'free', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BusinessAcceptsBitcoin': False, 'BikeParking': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': True}}","['Beauty & Spas', 'American (New)', 'Day Spas', 'Hotels', 'Event Planning & Services', 'Health Retreats', 'Restaurants', 'Hotels & Travel']",33.493449,-111.933953,Hotel Valley Ho,85251,511,4,Arizona
13,om5ZiponkpRqUNa3pVPiRg,4rnfwRvwAHSQfsihafmaXA,Health & Medical,2578,1/18/2006,83693,842,12,8940,147,8.312731151,Andrea,4610 W. Camelback Rd,{},"['Taxis', 'Airport Shuttles', 'Health & Medical', 'Hotels & Travel', 'Medical Transportation', 'Transportation']",33.5099297,-112.1599592,Discount Cab,85301,194,2,Arizona
14,gjhzKWsqCIrpEd9pevbKZw,GWN4HjjbtYRqO6JxqsNBIg,Shopping,3138,9/21/2005,22779,1118,13,12456,151,7.793269786,Miriam,4171 S Maryland Pkwy,"{'Open24Hours': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': True, 'WheelchairAccessible': True}","['Florists', 'Shopping', 'Flowers & Gifts']",36.1130419,-115.1382799,English Garden Florist,89119,121,4.5,Nevada
15,ysCBsXWPB-LAiewVS3jZfQ,eWKZyDPXdkhrT8v8XD2OrQ,Health & Medical,3253,11/8/2006,48621,1266,11,30749,137,7.440731384,Jando,"3355 Las Vegas Blvd S, Ste 1159","{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': False, 'GoodForKids': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Hair Salons', 'Beauty & Spas', 'Gyms', 'Active Life', 'Health & Medical', 'Nutritionists', 'Day Spas', 'Fitness & Instruction']",36.1226902,-115.1701939,Canyon Ranch SpaClub - Las Vegas,89109,465,3.5,Nevada
16,8qtsJtmefjJZIFM6_Ksd7A,eWKZyDPXdkhrT8v8XD2OrQ,Health & Medical,915,4/8/2006,305,110,12,435,144,6.447247634,Shanna,"3355 Las Vegas Blvd S, Ste 1159","{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': False, 'GoodForKids': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Hair Salons', 'Beauty & Spas', 'Gyms', 'Active Life', 'Health & Medical', 'Nutritionists', 'Day Spas', 'Fitness & Instruction']",36.1226902,-115.1701939,Canyon Ranch SpaClub - Las Vegas,89109,465,3.5,Nevada
17,8qtsJtmefjJZIFM6_Ksd7A,eWKZyDPXdkhrT8v8XD2OrQ,Beauty & Spa,915,4/8/2006,305,110,12,435,144,6.447247634,Shanna,"3355 Las Vegas Blvd S, Ste 1159","{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': False, 'GoodForKids': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Hair Salons', 'Beauty & Spas', 'Gyms', 'Active Life', 'Health & Medical', 'Nutritionists', 'Day Spas', 'Fitness & Instruction']",36.1226902,-115.1701939,Canyon Ranch SpaClub - Las Vegas,89109,465,3.5,Nevada
18,53bZ_EsXH71L7iFs5MP9_w,eWKZyDPXdkhrT8v8XD2OrQ,Health & Medical,1966,2/10/2006,1709,331,12,2676,146,6.599631128,Cynthia,"3355 Las Vegas Blvd S, Ste 1159","{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': False, 'GoodForKids': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Hair Salons', 'Beauty & Spas', 'Gyms', 'Active Life', 'Health & Medical', 'Nutritionists', 'Day Spas', 'Fitness & Instruction']",36.1226902,-115.1701939,Canyon Ranch SpaClub - Las Vegas,89109,465,3.5,Nevada
19,eKUGKQRE-Ywi5dY55_zChg,eWKZyDPXdkhrT8v8XD2OrQ,Health & Medical,1973,1/20/2008,51220,1962,8,121527,123,6.786619732,Cherylynn,"3355 Las Vegas Blvd S, Ste 1159","{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': False, 'GoodForKids': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Hair Salons', 'Beauty & Spas', 'Gyms', 'Active Life', 'Health & Medical', 'Nutritionists', 'Day Spas', 'Fitness & Instruction']",36.1226902,-115.1701939,Canyon Ranch SpaClub - Las Vegas,89109,465,3.5,Nevada
20,weCeiXxZBhBY5mX9y6jS1A,6kkxRV8H9SQLybj0xnEbMw,Beauty & Spa,567,10/15/2006,51,43,4,269,138,3.262451147,Jess,2300 Paseo Verde Pkwy,"{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'GoodForKids': True, 'ByAppointmentOnly': False}","['Resorts', 'Hotels', 'Day Spas', 'Beauty & Spas', 'Hotels & Travel', 'Casinos', 'Arts & Entertainment', 'Event Planning & Services']",36.020552,-115.089984,Green Valley Ranch Resort & Spa,89052,756,3.5,Nevada
21,5MCBLBxr10NLUKZ4AboAMg,rAtRO7AC8hFiDfWZrWzPdw,Shopping,2766,9/7/2006,37479,1074,11,26465,139,7.169408845,Colleen,3629 Butler St,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': True, 'WheelchairAccessible': True}","['Shopping', 'Shoe Stores', ""Women's Clothing"", 'Fashion']",40.4662117,-79.9649333,Pavement,15201,30,4.5,Pennsylvania
22,5MCBLBxr10NLUKZ4AboAMg,6Pk9PJOD7EWd1tv3lk0ajA,Beauty & Spa,2766,9/7/2006,37479,1074,11,26465,139,7.169408845,Colleen,4925 N Scottsdale Rd,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'WiFi': 'free', 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}","['Hotels', 'Hotels & Travel', 'Beauty & Spas', 'Day Spas', 'Event Planning & Services', 'Venues & Event Spaces']",33.5088053,-111.9252515,Firesky Resort & Spa,85251,342,4,Arizona
23,m07sy7eLtOjVdZ8oN9JKag,v9u0NgjA4iQeKGevFnYSCA,Beauty & Spa,3855,7/22/2006,116,1572,12,14128,141,7.082150247,Ed,2400 E Missouri Ave,{},"['American (New)', 'Hotels & Travel', 'Event Planning & Services', 'Day Spas', 'Beauty & Spas', 'Hotels', 'Restaurants', 'Resorts']",33.52302217,-112.0232474,Arizona Biltmore,85016,441,3.5,Arizona
24,JjXuiru1_ONzDkYVrHN0aw,u4sTiCzVeIHZY8OlaL346Q,Restaurant,999,8/23/2009,224710,977,7,188209,104,9.075317947,Richard,1601 Penn Ave,"{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}}","['Argentine', 'Seafood', 'Restaurants', 'Latin American']",40.449043,-79.987573,Gaucho Parrilla Argentina,15222,1267,4.5,Pennsylvania
25,ITa3vh5ERI90G_WP4SmGUQ,p0iEUamJVp_QpaheE-Nz_g,Beauty & Spa,2710,5/6/2008,49476,1803,10,24341,119,7.055778535,Peter,9777 S Las Vegas Blvd,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'WiFi': 'free', 'DogsAllowed': False, 'GoodForKids': True}","['Hotels & Travel', 'Event Planning & Services', 'Casinos', 'Day Spas', 'Hotels', 'Beauty & Spas', 'Arts & Entertainment']",36.01135724,-115.1757752,"South Point Hotel, Casino & Spa",89183,1392,3.5,Nevada
26,CNdJaOdUjLIceVxhWcMNRA,wPiRP76arN0NB3M1ZXXp7g,Restaurant,739,9/15/2005,2202,217,13,1264,151,7.000848069,Geoff,3355 Las Vegas Blvd S,"{'Alcohol': 'full_bar', 'HasTV': False, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'yes_free', 'Caters': False, 'WiFi': 'no', 'RestaurantsReservations': True, 'BYOB': False, 'RestaurantsTableService': True, 'Corkage': False, 'RestaurantsTakeOut': False, 'GoodForKids': True, 'WheelchairAccessible': True, 'BikeParking': False, 'OutdoorSeating': True, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}}","['Italian', 'Restaurants']",36.122084,-115.168033,Canaletto,89109,542,3.5,Nevada
27,I0oLG7MHi3BrHvB6RWSdnA,UntbR8C0Mxsfd-hNBZXO-w,Restaurant,205,10/28/2013,68,10,4,202,54,2.21134964,Mariaroberta,Via San Nullo 48,"{'RestaurantsTableService': True, 'Alcohol': 'beer_and_wine', 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'quiet', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}","['Pizza', 'Restaurants']",40.89141653,14.09263551,La Chamade,80078,4,4.5,California
28,9PPcJLgXuEUYh3nMS7hXKg,UntbR8C0Mxsfd-hNBZXO-w,Restaurant,75,10/27/2013,42,2,2,47,54,1.43767114,Claudio,Via San Nullo 48,"{'RestaurantsTableService': True, 'Alcohol': 'beer_and_wine', 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'quiet', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}","['Pizza', 'Restaurants']",40.89141653,14.09263551,La Chamade,80078,4,4.5,California
29,0DLH55Fcmx-lI5dkyL_bKQ,UntbR8C0Mxsfd-hNBZXO-w,Restaurant,103,12/2/2014,4,4,2,85,40,1.265148721,Maria,Via San Nullo 48,"{'RestaurantsTableService': True, 'Alcohol': 'beer_and_wine', 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'quiet', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}","['Pizza', 'Restaurants']",40.89141653,14.09263551,La Chamade,80078,4,4.5,California
