,user_id,business_id,business_category,user_reviews_count,yelping_since,useful,fans,elite_count,compliment_count,months_since,final_score,user_name,address,attributes,categories,city,hours,is_open,latitude,longitude,business_name,neighborhood,postal_code,business_review_count,stars,business_state
17,om5ZiponkpRqUNa3pVPiRg,thBWpIcP6vclsHS6GfI1dw,Beauty & Spa,2578,1/18/2006,83693,842,12,8940,147,8.312731151,Andrea,6850 E Main St,"{'DogsAllowed': True, 'Alcohol': 'full_bar', 'Caters': True, 'HasTV': True, 'WiFi': 'free', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BusinessAcceptsBitcoin': False, 'BikeParking': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': True}}","['Beauty & Spas', 'American (New)', 'Day Spas', 'Hotels', 'Event Planning & Services', 'Health Retreats', 'Restaurants', 'Hotels & Travel']",Scottsdale,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,33.493449,-111.933953,Hotel Valley Ho,,85251,511,4.0,Arizona
18,gjhzKWsqCIrpEd9pevbKZw,thBWpIcP6vclsHS6GfI1dw,Beauty & Spa,3138,9/21/2005,22779,1118,13,12456,151,7.793269786000001,Miriam,6850 E Main St,"{'DogsAllowed': True, 'Alcohol': 'full_bar', 'Caters': True, 'HasTV': True, 'WiFi': 'free', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BusinessAcceptsBitcoin': False, 'BikeParking': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': True}}","['Beauty & Spas', 'American (New)', 'Day Spas', 'Hotels', 'Event Planning & Services', 'Health Retreats', 'Restaurants', 'Hotels & Travel']",Scottsdale,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,33.493449,-111.933953,Hotel Valley Ho,,85251,511,4.0,Arizona
19,G5LXEaxhQMF_BVjNHkVr7g,thBWpIcP6vclsHS6GfI1dw,Beauty & Spa,1884,12/7/2004,10029,647,13,8230,160,7.460535375,Nish,6850 E Main St,"{'DogsAllowed': True, 'Alcohol': 'full_bar', 'Caters': True, 'HasTV': True, 'WiFi': 'free', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BusinessAcceptsBitcoin': False, 'BikeParking': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': True}}","['Beauty & Spas', 'American (New)', 'Day Spas', 'Hotels', 'Event Planning & Services', 'Health Retreats', 'Restaurants', 'Hotels & Travel']",Scottsdale,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,33.493449,-111.933953,Hotel Valley Ho,,85251,511,4.0,Arizona
24,om5ZiponkpRqUNa3pVPiRg,4rnfwRvwAHSQfsihafmaXA,Health & Medical,2578,1/18/2006,83693,842,12,8940,147,8.312731151,Andrea,4610 W. Camelback Rd,{},"['Taxis', 'Airport Shuttles', 'Health & Medical', 'Hotels & Travel', 'Medical Transportation', 'Transportation']",Phoenix,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,33.5099297,-112.15995919999999,Discount Cab,,85301,194,2.0,Arizona
28,gjhzKWsqCIrpEd9pevbKZw,GWN4HjjbtYRqO6JxqsNBIg,Shopping,3138,9/21/2005,22779,1118,13,12456,151,7.793269786000001,Miriam,4171 S Maryland Pkwy,"{'Open24Hours': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': True, 'WheelchairAccessible': True}","['Florists', 'Shopping', 'Flowers & Gifts']",Las Vegas,"{'Monday': '8:00-17:00', 'Tuesday': '8:00-17:00', 'Friday': '8:00-17:00', 'Wednesday': '8:00-17:00', 'Thursday': '8:00-17:00', 'Sunday': '10:00-14:00', 'Saturday': '8:00-17:00'}",1,36.1130419,-115.13827990000001,English Garden Florist,University,89119,121,4.5,Nevada
39,ysCBsXWPB-LAiewVS3jZfQ,eWKZyDPXdkhrT8v8XD2OrQ,Health & Medical,3253,11/8/2006,48621,1266,11,30749,137,7.440731383999999,Jando,"3355 Las Vegas Blvd S, Ste 1159","{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': False, 'GoodForKids': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Hair Salons', 'Beauty & Spas', 'Gyms', 'Active Life', 'Health & Medical', 'Nutritionists', 'Day Spas', 'Fitness & Instruction']",Las Vegas,"{'Monday': '6:00-20:00', 'Tuesday': '6:00-20:00', 'Friday': '6:00-20:00', 'Wednesday': '6:00-20:00', 'Thursday': '6:00-20:00', 'Sunday': '6:00-20:00', 'Saturday': '6:00-20:00'}",1,36.1226902,-115.1701939,Canyon Ranch SpaClub - Las Vegas,The Strip,89109,465,3.5,Nevada
40,8qtsJtmefjJZIFM6_Ksd7A,eWKZyDPXdkhrT8v8XD2OrQ,Health & Medical,915,4/8/2006,305,110,12,435,144,6.447247634,Shanna,"3355 Las Vegas Blvd S, Ste 1159","{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': False, 'GoodForKids': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Hair Salons', 'Beauty & Spas', 'Gyms', 'Active Life', 'Health & Medical', 'Nutritionists', 'Day Spas', 'Fitness & Instruction']",Las Vegas,"{'Monday': '6:00-20:00', 'Tuesday': '6:00-20:00', 'Friday': '6:00-20:00', 'Wednesday': '6:00-20:00', 'Thursday': '6:00-20:00', 'Sunday': '6:00-20:00', 'Saturday': '6:00-20:00'}",1,36.1226902,-115.1701939,Canyon Ranch SpaClub - Las Vegas,The Strip,89109,465,3.5,Nevada
41,8qtsJtmefjJZIFM6_Ksd7A,eWKZyDPXdkhrT8v8XD2OrQ,Beauty & Spa,915,4/8/2006,305,110,12,435,144,6.447247634,Shanna,"3355 Las Vegas Blvd S, Ste 1159","{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': False, 'GoodForKids': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Hair Salons', 'Beauty & Spas', 'Gyms', 'Active Life', 'Health & Medical', 'Nutritionists', 'Day Spas', 'Fitness & Instruction']",Las Vegas,"{'Monday': '6:00-20:00', 'Tuesday': '6:00-20:00', 'Friday': '6:00-20:00', 'Wednesday': '6:00-20:00', 'Thursday': '6:00-20:00', 'Sunday': '6:00-20:00', 'Saturday': '6:00-20:00'}",1,36.1226902,-115.1701939,Canyon Ranch SpaClub - Las Vegas,The Strip,89109,465,3.5,Nevada
42,53bZ_EsXH71L7iFs5MP9_w,eWKZyDPXdkhrT8v8XD2OrQ,Health & Medical,1966,2/10/2006,1709,331,12,2676,146,6.5996311279999995,Cynthia,"3355 Las Vegas Blvd S, Ste 1159","{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': False, 'GoodForKids': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Hair Salons', 'Beauty & Spas', 'Gyms', 'Active Life', 'Health & Medical', 'Nutritionists', 'Day Spas', 'Fitness & Instruction']",Las Vegas,"{'Monday': '6:00-20:00', 'Tuesday': '6:00-20:00', 'Friday': '6:00-20:00', 'Wednesday': '6:00-20:00', 'Thursday': '6:00-20:00', 'Sunday': '6:00-20:00', 'Saturday': '6:00-20:00'}",1,36.1226902,-115.1701939,Canyon Ranch SpaClub - Las Vegas,The Strip,89109,465,3.5,Nevada
43,eKUGKQRE-Ywi5dY55_zChg,eWKZyDPXdkhrT8v8XD2OrQ,Health & Medical,1973,1/20/2008,51220,1962,8,121527,123,6.786619732,Cherylynn,"3355 Las Vegas Blvd S, Ste 1159","{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': False, 'GoodForKids': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Hair Salons', 'Beauty & Spas', 'Gyms', 'Active Life', 'Health & Medical', 'Nutritionists', 'Day Spas', 'Fitness & Instruction']",Las Vegas,"{'Monday': '6:00-20:00', 'Tuesday': '6:00-20:00', 'Friday': '6:00-20:00', 'Wednesday': '6:00-20:00', 'Thursday': '6:00-20:00', 'Sunday': '6:00-20:00', 'Saturday': '6:00-20:00'}",1,36.1226902,-115.1701939,Canyon Ranch SpaClub - Las Vegas,The Strip,89109,465,3.5,Nevada
46,weCeiXxZBhBY5mX9y6jS1A,6kkxRV8H9SQLybj0xnEbMw,Beauty & Spa,567,10/15/2006,51,43,4,269,138,3.2624511469999997,Jess,2300 Paseo Verde Pkwy,"{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'GoodForKids': True, 'ByAppointmentOnly': False}","['Resorts', 'Hotels', 'Day Spas', 'Beauty & Spas', 'Hotels & Travel', 'Casinos', 'Arts & Entertainment', 'Event Planning & Services']",Henderson,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,36.020552,-115.08998400000002,Green Valley Ranch Resort & Spa,Anthem,89052,756,3.5,Nevada
50,5MCBLBxr10NLUKZ4AboAMg,rAtRO7AC8hFiDfWZrWzPdw,Shopping,2766,9/7/2006,37479,1074,11,26465,139,7.169408845,Colleen,3629 Butler St,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': True, 'WheelchairAccessible': True}","['Shopping', 'Shoe Stores', ""Women's Clothing"", 'Fashion']",Pittsburgh,"{'Monday': '11:00-18:00', 'Tuesday': '11:00-18:00', 'Friday': '11:00-19:00', 'Wednesday': '11:00-18:00', 'Thursday': '11:00-18:00', 'Sunday': '11:00-16:00', 'Saturday': '11:00-18:00'}",1,40.4662117,-79.9649333,Pavement,Lawrenceville,15201,30,4.5,Pennsylvania
51,5MCBLBxr10NLUKZ4AboAMg,6Pk9PJOD7EWd1tv3lk0ajA,Beauty & Spa,2766,9/7/2006,37479,1074,11,26465,139,7.169408845,Colleen,4925 N Scottsdale Rd,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'WiFi': 'free', 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}","['Hotels', 'Hotels & Travel', 'Beauty & Spas', 'Day Spas', 'Event Planning & Services', 'Venues & Event Spaces']",Scottsdale,{},0,33.5088053,-111.92525149999999,Firesky Resort & Spa,,85251,342,4.0,Arizona
56,m07sy7eLtOjVdZ8oN9JKag,v9u0NgjA4iQeKGevFnYSCA,Beauty & Spa,3855,7/22/2006,116,1572,12,14128,141,7.082150247,Ed,2400 E Missouri Ave,{},"['American (New)', 'Hotels & Travel', 'Event Planning & Services', 'Day Spas', 'Beauty & Spas', 'Hotels', 'Restaurants', 'Resorts']",Phoenix,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,33.52302217,-112.02324740000002,Arizona Biltmore,,85016,441,3.5,Arizona
